Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
85;2010/7/15;512100;"Banque
Règlement acompte TVA 2ème trimestre 2010";TVA CA4 T2_2010 paiement;;3100;Ch 0324656;;;
86;2010/7/30;512100;"Banque
Règlement MOZILLA Facture n°6 - prestations de juin_2010";MOZILLA_M6_2010 paiement;10472.18;;virt mozilla 6;;;
86;2010/7/30;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°6 - prestations de juin_2010";MOZILLA_M6_2010 paiement;;10472.18;virt mozilla 6;;;
87;2010/8/2;625000;"Déplacements; missions et réceptions
Carte intégrale août 2010 - RATP";RATP_M8_2010 facture;101.13;;FF ratp 2010;;;
87;2010/8/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale août 2010 - RATP";RATP_M8_2010 facture;;101.13;FF ratp 2010;;;
88;2010/8/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale août 2010 - RATP";RATP_M8_2010 paiement;101.13;;Prélèv. Ratp aout 2010;;;
88;2010/8/2;512100;"Banque
Carte intégrale août 2010 - RATP";RATP_M8_2010 paiement;;101.13;Prélèv. Ratp aout 2010;;;
89;2010/8/2;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC août_2010";HSBC_M8_2010 facture;20;;FF hsbc 8;;;
89;2010/8/2;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC août_2010";HSBC_M8_2010 facture;3.92;;FF hsbc 8;;;
89;2010/8/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2010";HSBC_M8_2010 facture;;23.92;FF hsbc 8;;;
90;2010/8/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2010";HSBC_M8_2010 paiement;23.92;;Prélèv. Hsbc 8;;;
90;2010/8/2;512100;"Banque
Frais tenue de compte HSBC août_2010";HSBC_M8_2010 paiement;;23.92;Prélèv. Hsbc 8;;;
91;2010/8/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M8_2010;244.13;;PV 2010;;;
91;2010/8/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M8_2010;;244.13;PV 2010;;;
92;2010/8/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M8_2010 paiement;244.13;;virt ZAFD 11926;;;
92;2010/8/2;512100;"Banque
Frais de mission - août_2010";FOOD_M8_2010 paiement;;244.13;virt ZAFD 11926;;;
93;2010/8/5;645100;"Cotisations à l'URSAAF
Règlement 2ème acompte URSAAF 2010";URSAAF_AC_2 facture;313;;Appel de cotisation 07/2010;;;
93;2010/8/5;437010;"Cotisations aux autres organismes sociaux
Règlement 2ème acompte URSAAF 2010";URSAAF_AC_2 facture;;313;Appel de cotisation 07/2010;;;
94;2010/8/5;437010;"Cotisations aux autres organismes sociaux
Règlement 2ème acompte URSAAF 2010";URSAAF_AC_2 paiement;313;;prlv urssaf de paris p572758;;;
94;2010/8/5;512100;"Banque
Règlement 2ème acompte URSAAF 2010";URSAAF_AC_2 paiement;;313;prlv urssaf de paris p572758;;;
95;2010/8/6;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M8_2010";GERANT_M8_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
95;2010/8/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M8_2010";GERANT_M8_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
96;2010/8/6;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M8_2010";GERANT_M8_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
96;2010/8/6;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M8_2010";GERANT_M8_2010 social;;268.166;site RSI;;;
96;2010/8/6;437010;"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M8_2010";GERANT_M8_2010 social;;682.054;site Urssaf;;;
96;2010/8/6;437020;"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M8_2010";GERANT_M8_2010 social;;487.08;Site CIPAV;;;
97;2010/8/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M8_2010";GERANT_M8_2010 paiement;4380;;PV 2010;;;
97;2010/8/6;512100;"Banque
Rémunération_Gérant_M8_2010";GERANT_M8_2010 paiement;;4380;virt Gérant aout 10;;;
98;2010/8/30;618300;"Documentation technique
Eyrolles -Livres Python; XML ";Livres 3 facture;23.7;;Ff fnac 2;;;
98;2010/8/30;445660;"TVA déductible 
Eyrolles -Livres Python; XML (5,5)";Livres 3 facture;1.3;;Ff fnac 2;;;
98;2010/8/30;401100;"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ";Livres 3 facture;;25;Ff fnac 2;;;
99;2010/8/30;401100;"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ";Livres 3 paiement;25;;CB fnac 28/08;;;
99;2010/8/30;512100;"Banque
Eyrolles -Livres Python; XML ";Livres 3 paiement;;25;CB fnac 28/08;;;
100;2010/8/30;618000;"Divers
Carrefour - matériel";vêtement prestation 1 facture;24.25;;FF carrefour 1;;;
100;2010/8/30;445660;"TVA déductible 
Carrefour - matériel";vêtement prestation 1 facture;4.75;;FF carrefour 1;;;
100;2010/8/30;401100;"Fournisseurs - Achats de biens et services
Carrefour - matériel";vêtement prestation 1 facture;;29;FF carrefour 1;;;
101;2010/8/30;401100;"Fournisseurs - Achats de biens et services
Carrefour - matériel";vêtement prestation 1 paiement;29;;CB carrefour Montig 28/08;;;
101;2010/8/30;512100;"Banque
Carrefour - matériel";vêtement prestation 1 paiement;;29;CB carrefour Montig 28/08;;;
102;2010/8/30;618000;"Divers
Celio - matériel";vêtement prestation 2 facture;37.62;;FF celio 1;;;
102;2010/8/30;445660;"TVA déductible 
Celio - matériel";vêtement prestation 2 facture;7.37;;FF celio 1;;;
102;2010/8/30;401100;"Fournisseurs - Achats de biens et services
Celio - matériel";vêtement prestation 2 facture;;44.99;FF celio 1;;;
103;2010/8/30;401100;"Fournisseurs - Achats de biens et services
Celio - matériel";vêtement prestation 2 paiement;44.99;;CB celio 0248 28/08;;;
103;2010/8/30;512100;"Banque
Celio - matériel";vêtement prestation 2 paiement;;44.99;CB celio 0248 28/08;;;
104;2010/9/2;625000;"Déplacements; missions et réceptions
Carte intégrale sep 2010 - RATP";RATP_M9_2010 facture;101.13;;FF ratp 2010;;;
104;2010/9/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale sep 2010 - RATP";RATP_M9_2010 facture;;101.13;FF ratp 2010;;;
105;2010/9/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale sep 2010 - RATP";RATP_M9_2010 paiement;101.13;;Prélèv. Ratp sept 2010;;;
105;2010/9/2;512100;"Banque
Carte intégrale sep 2010 - RATP";RATP_M9_2010 paiement;;101.13;Prélèv. Ratp sept 2010;;;
106;2010/9/2;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC sep_2010";HSBC_M9_2010 facture;20;;FF hsbc 9;;;
106;2010/9/2;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC sep_2010";HSBC_M9_2010 facture;3.92;;FF hsbc 9;;;
106;2010/9/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC sep_2010";HSBC_M9_2010 facture;;23.92;FF hsbc 9;;;
107;2010/9/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC sep_2010";HSBC_M9_2010 paiement;23.92;;Prélèv. Hsbc 9;;;
107;2010/9/2;512100;"Banque
Frais tenue de compte HSBC sep_2010";HSBC_M9_2010 paiement;;23.92;Prélèv. Hsbc 9;;;
108;2010/9/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M9_2010;244.13;;PV 2010;;;
108;2010/9/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M9_2010;;244.13;PV 2010;;;
109;2010/9/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M9_2010 paiement;244.13;;virt ZAFD 42105;;;
109;2010/9/2;512100;"Banque
Frais de mission – sep_2010";FOOD_M9_2010 paiement;;244.13;virt ZAFD 42105;;;
110;2010/9/6;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M9_2010";GERANT_M9_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
110;2010/9/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M9_2010";GERANT_M9_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
111;2010/9/6;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M9_2010";GERANT_M9_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
111;2010/9/6;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M9_2010";GERANT_M9_2010 social;;268.166;site RSI;;;
111;2010/9/6;437010;"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M9_2010";GERANT_M9_2010 social;;682.054;site Urssaf;;;
111;2010/9/6;437020;"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M9_2010";GERANT_M9_2010 social;;487.08;Site CIPAV;;;
112;2010/9/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M9_2010";GERANT_M9_2010 paiement;4380;;PV 2010;;;
112;2010/9/6;512100;"Banque
Rémunération_Gérant_M9_2010";GERANT_M9_2010 paiement;;4380;virt Gérant sept 10;;;
113;2010/9/17;512100;"Banque
Règlement MOZILLA Facture n°7 - prestations de juil_2010";MOZILLA_M7_2010 paiement;7616.13;;virt mozilla 7;;;
113;2010/9/17;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°7 - prestations de juil_2010";MOZILLA_M7_2010 paiement;;7616.13;virt mozilla 7;;;
114;2010/10/2;625000;"Déplacements; missions et réceptions
Carte intégrale oct 2010 - RATP";RATP_M10_2010 facture;101.13;;FF ratp 2010;;;
114;2010/10/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale oct 2010 - RATP";RATP_M10_2010 facture;;101.13;FF ratp 2010;;;
115;2010/10/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale oct 2010 - RATP";RATP_M10_2010 paiement;101.13;;Prélèv. Ratp oct 2010;;;
115;2010/10/2;512100;"Banque
Carte intégrale oct 2010 - RATP";RATP_M10_2010 paiement;;101.13;Prélèv. Ratp oct 2010;;;
116;2010/10/2;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC oct_2010";HSBC_M10_2010 facture;20;;FF hsbc 10;;;
116;2010/10/2;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC oct_2010";HSBC_M10_2010 facture;3.92;;FF hsbc 10;;;
116;2010/10/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC oct_2010";HSBC_M10_2010 facture;;23.92;FF hsbc 10;;;
117;2010/10/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC oct_2010";HSBC_M10_2010 paiement;23.92;;Prélèv. Hsbc 10;;;
117;2010/10/2;512100;"Banque
Frais tenue de compte HSBC oct_2010";HSBC_M10_2010 paiement;;23.92;Prélèv. Hsbc 10;;;
118;2010/10/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M10_2010;244.13;;PV 2010;;;
118;2010/10/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M10_2010;;244.13;PV 2010;;;
119;2010/10/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M10_2010 paiement;244.13;;virt ZAFD 33200;;;
119;2010/10/2;512100;"Banque
Frais de mission – oct_2010";FOOD_M10_2010 paiement;;244.13;virt ZAFD 33200;;;
120;2010/10/5;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 2 facture;5.8;;FF laposte 3;;;
120;2010/10/5;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 2 facture;;5.8;FF laposte 3;;;
121;2010/10/5;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 2 paiement;5.8;;CB laposte 3;;;
121;2010/10/5;512100;"Banque
La Poste - achat de timbres";POSTE 2 paiement;;5.8;CB laposte 3;;;
122;2010/10/6;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M10_2010";GERANT_M10_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
122;2010/10/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M10_2010";GERANT_M10_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
123;2010/10/6;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M10_2010";GERANT_M10_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
123;2010/10/6;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M10_2010";GERANT_M10_2010 social;;268.166;site RSI;;;
123;2010/10/6;437010;"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M10_2010";GERANT_M10_2010 social;;682.054;site Urssaf;;;
123;2010/10/6;437020;"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M10_2010";GERANT_M10_2010 social;;487.08;Site CIPAV;;;
124;2010/10/6;421000;"Exploitant - rémunération due
Rémunération_Gérant_M10_2010";GERANT_M10_2010 paiement;4380;;PV 2010;;;
124;2010/10/6;512100;"Banque
Rémunération_Gérant_M10_2010";GERANT_M10_2010 paiement;;4380;virt Gérant oct 10;;;
125;2010/10/12;512100;"Banque
Règlement MOZILLA Facture n°8 - prestations de août_2010";MOZILLA_M8_2010 paiement;10472.18;;virt mozilla 8;;;
125;2010/10/12;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°8 - prestations de août_2010";MOZILLA_M8_2010 paiement;;10472.18;virt mozilla 8;;;
126;2010/10/12;618300;"Documentation technique
Eyrolles - 3 Livres Linux : Dev; Embeded; devices";Livres 4 facture;94.88;;FF eyrolles 2;;;
126;2010/10/12;445660;"TVA déductible 
Eyrolles 3 Livres Linux : Dev; Embeded; devices (5.5)";Livres 4 facture;5.22;;FF eyrolles 2;;;
126;2010/10/12;401100;"Fournisseurs - Achats de biens et services
Eyrolles -3 Livres Linux : Dev; Embeded; devices";Livres 4 facture;;100.1;FF eyrolles 2;;;
127;2010/10/12;401100;"Fournisseurs - Achats de biens et services
Eyrolles - 3 Livres Linux : Dev; Embeded; devices";Livres 4 paiement;100.1;;CB lib eyrolles 30/09;;;
127;2010/10/12;512100;"Banque
Eyrolles -3 Livres Linux : Dev; Embeded; devices ";Livres 4 paiement;;100.1;CB lib eyrolles 30/09;;;
128;2010/10/14;445710;"TVA récupérée d'avance
TVA collectée 3ème trimestre 2010";TVA CA4 T3_2010 facture;3100;;TVA CA4 T1_2010;;;
128;2010/10/14;445810;Acomptes – régime simplifié d'imposition Acompte TVA 3ème trimestre 2010;TVA CA4 T3_2010 facture;;3100;TVA CA4 T1_2010;;;
129;2010/10/14;445810;Acomptes – régime simplifié d'imposition Acompte TVA 3ème trimestre 2010;TVA CA4 T3_2010 paiement;3100;;Ch 0324657;;;
129;2010/10/14;512100;"Banque
Règlement acompte TVA 3ème trimestre 2010";TVA CA4 T3_2010 paiement;;3100;Ch 0324657;;;
130;2010/10/22;618000;"Divers
Hughes; Hubbard & Reed – livre assemblée";CHARGES GESTION 1 facture;41.49;;Ff HHR 1;;;
130;2010/10/22;445660;"TVA déductible 
Hughes; Hubbard & Reed – livre assemblée";CHARGES GESTION 1 facture;8.13;;Ff HHR 1;;;
130;2010/10/22;401100;"Fournisseurs - Achats de biens et services
Hughes; Hubbard & Reed – livre assemblée";CHARGES GESTION 1 facture;;49.62;Ff HHR 1;;;
131;2010/10/22;401100;"Fournisseurs - Achats de biens et services
Hughes; Hubbard & Reed – livre assemblée";CHARGES GESTION 1 paiement;49.62;;Ch 0324659;;;
131;2010/10/22;512100;"Banque
Hughes; Hubbard & Reed – livre assemblée";CHARGES GESTION 1 paiement;;49.62;Ch 0324659;;;
132;2010/10/22;622700;"Frais d'actes
Tribunal de Commerce: paraffage livre assemblées";CHARGES GESTION 2 facture;2.6;;FF GTC Versailles 1;;;
132;2010/10/22;445660;"TVA déductible 
Tribunal de Commerce: paraffage livre assemblées";CHARGES GESTION 2 facture;0.51;;FF GTC Versailles 1;;;
132;2010/10/22;401100;"Fournisseurs - Achats de biens et services
Tribunal de Commerce: paraffage livre assemblées";CHARGES GESTION 2 facture;;3.11;FF GTC Versailles 1;;;
133;2010/10/22;401100;"Fournisseurs - Achats de biens et services
Tribunal de Commerce: paraffage livre assemblées";CHARGES GESTION 2 paiement;3.11;;Ch 0324658;;;
133;2010/10/22;512100;"Banque
Tribunal de Commerce: paraffage livre assemblées";CHARGES GESTION 2 paiement;;3.11;Ch 0324658;;;
134;2010/11/2;625000;"Déplacements; missions et réceptions
Carte intégrale nov 2010 - RATP";RATP_M11_2010 facture;101.13;;FF ratp 2010;;;
134;2010/11/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale nov 2010 - RATP";RATP_M11_2010 facture;;101.13;FF ratp 2010;;;
135;2010/11/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale nov 2010 - RATP";RATP_M11_2010 paiement;101.13;;Prélèv. Ratp nov 2010;;;
135;2010/11/2;512100;"Banque
Carte intégrale nov 2010 - RATP";RATP_M11_2010 paiement;;101.13;Prélèv. Ratp nov 2010;;;
136;2010/11/2;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC nov_2010";HSBC_M11_2010 facture;20;;FF hsbc 11;;;
136;2010/11/2;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC nov_2010";HSBC_M11_2010 facture;3.92;;FF hsbc 11;;;
136;2010/11/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC nov_2010";HSBC_M11_2010 facture;;23.92;FF hsbc 11;;;
137;2010/11/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC nov_2010";HSBC_M11_2010 paiement;23.92;;Prélèv. Hsbc 11;;;
137;2010/11/2;512100;"Banque
Frais tenue de compte HSBC nov_2010";HSBC_M11_2010 paiement;;23.92;Prélèv. Hsbc 11;;;
138;2010/11/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M11_2010;244.13;;PV 2010;;;
138;2010/11/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M11_2010;;244.13;PV 2010;;;
139;2010/11/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M11_2010 paiement;244.13;;virt ZAFD 12056;;;
139;2010/11/2;512100;"Banque
Frais de mission – nov_2010";FOOD_M11_2010 paiement;;244.13;virt ZAFD 12056;;;
140;2010/11/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M11_2010";GERANT_M11_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
140;2010/11/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M11_2010";GERANT_M11_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
141;2010/11/2;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M11_2010";GERANT_M11_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
141;2010/11/2;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M11_2010";GERANT_M11_2010 social;;268.166;site RSI;;;
141;2010/11/2;437010;"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M11_2010";GERANT_M11_2010 social;;682.054;site Urssaf;;;
141;2010/11/2;437020;"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M11_2010";GERANT_M11_2010 social;;487.08;Site CIPAV;;;
142;2010/11/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M11_2010";GERANT_M11_2010 paiement;4380;;PV 2010;;;
142;2010/11/2;512100;"Banque
Rémunération_Gérant_M11_2010";GERANT_M11_2010 paiement;;4380;virt Gérant nov 10;;;
143;2010/11/15;645100;"Cotisations à l'URSAAF
Règlement 3ème acompte URSAAF 2010";URSAAF_AC_3 facture;312;;Appel cotisation 11/2010;;;
143;2010/11/15;437010;"Cotisations aux autres organismes sociaux
Règlement 3ème acompte URSAAF 2010";URSAAF_AC_3 facture;;312;Appel cotisation 11/2010;;;
144;2010/11/15;437010;"Cotisations aux autres organismes sociaux
Règlement 3ème acompte URSAAF 2010";URSAAF_AC_3 paiement;312;;PRLV Urssaf  de pari P67686;;;
144;2010/11/15;512100;"Banque
Règlement 3ème acompte URSAAF 2010";URSAAF_AC_3 paiement;;312;PRLV Urssaf  de pari P67686;;;
145;2010/11/15;512100;"Banque
Règlement MOZILLA Facture n°9 - prestations de sep_2010";MOZILLA_M9_2010 paiement;7854.13;;virt mozilla 9;;;
145;2010/11/15;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°9 - prestations de sep_2010";MOZILLA_M9_2010 paiement;;7854.13;virt mozilla 9;;;
146;2010/11/29;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 3 facture;5.8;;FF laposte 4;;;
146;2010/11/29;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 3 facture;;5.8;FF laposte 4;;;
147;2010/11/29;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 3 paiement;5.8;;CB laposte 4;;;
147;2010/11/29;512100;"Banque
La Poste - achat de timbres";POSTE 3 paiement;;5.8;CB laposte 4;;;
148;2010/12/2;625000;"Déplacements; missions et réceptions
Carte intégrale déc 2010 - RATP";RATP_M12_2010 facture;101.13;;FF ratp 2010;;;
148;2010/12/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale déc 2010 - RATP";RATP_M12_2010 facture;;101.13;FF ratp 2010;;;
149;2010/12/2;401100;"Fournisseurs - Achats de biens et services
Carte intégrale déc 2010 - RATP";RATP_M12_2010 paiement;101.13;;Prélèv. Ratp dec 2010;;;
149;2010/12/2;512100;"Banque
Carte intégrale déc 2010 - RATP";RATP_M12_2010 paiement;;101.13;Prélèv. Ratp dec 2010;;;
150;2010/12/2;627000;"Services bancaires et assimilés
Frais tenue de compte HSBC déc_2010";HSBC_M12_2010 facture;20;;FF hsbc 12;;;
150;2010/12/2;445660;"TVA déductible
TVA déductible sur frais tenue de compte
HSBC déc_2010";HSBC_M12_2010 facture;3.92;;FF hsbc 12;;;
150;2010/12/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC déc_2010";HSBC_M12_2010 facture;;23.92;FF hsbc 12;;;
151;2010/12/2;401100;"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC déc_2010";HSBC_M12_2010 paiement;23.92;;Prélèv. Hsbc 12;;;
151;2010/12/2;512100;"Banque
Frais tenue de compte HSBC déc_2010";HSBC_M12_2010 paiement;;23.92;Prélèv. Hsbc 12;;;
152;2010/12/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant";FOOD_M12_2010;244.13;;PV 2010;;;
152;2010/12/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M12_2010;;244.13;PV 2010;;;
153;2010/12/2;421000;"Exploitant - rémunération due
Rémunération pour frais de repas";FOOD_M12_2010 paiement;244.13;;virt ZAFD 42187;;;
153;2010/12/2;512100;"Banque
Frais de mission – déc_2010";FOOD_M12_2010 paiement;;244.13;virt ZAFD 42187;;;
154;2010/12/2;644000;"Rémunération du travail de l'exploitant
Rémunération_Gérant_M11_2010";GERANT_M12_2010 brut;5817.3;;PV 2010 & taux prél sociaux;;;
154;2010/12/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M11_2010";GERANT_M12_2010 brut;;5817.3;PV 2010 & taux prél sociaux;;;
155;2010/12/2;421000;"Exploitant - rémunération due
Cotisations rémunération_Gérant_M11_2010";GERANT_M12_2010 social;1437.3;;PV 2010 & taux prél sociaux;;;
155;2010/12/2;431000;"Sécurité sociale
Cotisations RSI rémunération_Gérant_M11_2010";GERANT_M12_2010 social;;268.166;site RSI;;;
155;2010/12/2;437010;"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M11_2010";GERANT_M12_2010 social;;682.054;site Urssaf;;;
155;2010/12/2;437020;"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M11_2010";GERANT_M12_2010 social;;487.08;Site CIPAV;;;
156;2010/12/2;421000;"Exploitant - rémunération due
Rémunération_Gérant_M11_2010";GERANT_M12_2010 paiement;4380;;PV 2010;;;
156;2010/12/2;512100;"Banque
Rémunération_Gérant_M11_2010";GERANT_M12_2010 paiement;;4380;virt Gérant dec 10;;;
157;2010/12/15;512100;"Banque
Règlement MOZILLA Facture n°10 - prestations de oct_2010";MOZILLA_M10_2010 paiement;9996.17;;virt mozilla 10;;;
157;2010/12/15;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°10 - prestations de oct_2010";MOZILLA_M10_2010 paiement;;9996.17;virt mozilla 10;;;
158;2010/12/21;445710;"TVA récupérée d'avance
TVA collectée 4ème trimestre 2010";TVA CA4 T4_2010 facture;5800;;TVA CA4 T1_2010;;;
158;2010/12/21;445810;Acomptes – régime simplifié d'imposition Acompte TVA 4ème trimestre 2010;TVA CA4 T4_2010 facture;;5800;TVA CA4 T1_2010;;;
159;2010/12/21;445810;Acomptes – régime simplifié d'imposition Acompte TVA 4ème trimestre 2010;TVA CA4 T4_2010 paiement;5800;;Ch 0324660;;;
159;2010/12/21;512100;"Banque
Règlement acompte TVA 4ème trimestre 2010";TVA CA4 T4_2010 paiement;;5800;Ch 0324660;;;
160;2010/11/29;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 4 facture;4.38;;FF laposte 4;;;
160;2010/11/29;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 4 facture;;4.38;FF laposte 4;;;
161;2010/11/29;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 4 paiement;4.38;;CB laposte 4;;;
161;2010/11/29;512100;"Banque
La Poste - achat de timbres";POSTE 4 paiement;;4.38;CB laposte 4;;;
162;2010/12/28;616400;"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA";AXA_2011 facture;663.4;;Appel cotisation 12/2010;;;
162;2010/12/28;445660;"TVA déductible
TVA déductible sur prime d'assurance AXA";AXA_2011 facture;95.71;;Appel cotisation 12/2010;;;
162;2010/12/28;401100;"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA";AXA_2011 facture;;759.11;Appel cotisation 12/2010;;;
163;2010/12/28;401100;"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA";AXA_2010;759.11;;PRLV AXA France IAR P884530;;;
163;2010/12/28;512100;"Banque
Règlement facture assurance risque
Exploitation AXA";AXA_2010;;759.11;PRLV AXA France IAR P884530;;;
164;2010/12/30;645300;"Cotisations aux caisses de retraite
Règlement 2ème acompte CIPAV 2010";CIPAV2 facture;339.5;;Appel cotisation 11/2010;;;
164;2010/12/30;437020;"Cotisations aux autres organismes sociaux
Règlement 2ème acompte CIPAV 2010";CIPAV2 facture;;339.5;Appel cotisation 11/2010;;;
165;2010/12/30;437020;"Cotisations aux autres organismes sociaux
Règlement 2ème acompte CIPAV 2010";CIPAV2 paiement;339.5;;prlv cipav p550577;;;
165;2010/12/30;512100;"Banque
Règlement 2ème acompte CIPAV 2010";CIPAV2 paiement;;339.5;prlv cipav p550577;;;
166;2010/12/31;486000;"Charges constatées d'avance
Assurance risque d'exploitation 2011";AXA_2011 paiement;663.4;;Ecriture d'inventaire;;;
166;2010/12/31;616400;"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA";AXA_2011 paiement;;663.4;Ecriture d'inventaire;;;
167;2010/12/31;635110;"Autres impôts – Taxe professionelle
Estimation";TaxeP_2010;145;;Ecriture d'inventaire;;;
