N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit,Réf. Pièce
198,2010/07/02,437010,"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M7_2010",GERANT_M7_2010 social,,682.054,site Urssaf
199,2010/07/02,437020,"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M7_2010",GERANT_M7_2010 social,,487.08,Site CIPAV
200,2010/07/02,421000,"Exploitant - rémunération due
Rémunération_Gérant_M7_2010",GERANT_M7_2010 paiement,4380,,PV 2010
201,2010/07/02,512100,"Banque
Rémunération_Gérant_M7_2010",GERANT_M7_2010 paiement,,4380,virt Gérant juillet 10
202,2010/07/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°5 - prestations de mai_2010",MOZILLA_M5_2010 paiement,,9044.150,VIR MOZILLA
203,2010/07/05,512100,"Banque
Règlement MOZILLA Facture n°5 - prestations de mai_2010",MOZILLA_M5_2010 paiement,9044.150,,VIR MOZILLA
204,2010/07/15,445710,"TVA collectée
TVA collectée 2ème trimestre 2010",TVA CA4 T2_2010 facture,3100,,TVA CA4 T2_2010
205,2010/07/15,445810,Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2010,TVA CA4 T2_2010 facture,,3100,TVA CA4 T2_2010
206,2010/07/15,445810,Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2010,TVA CA4 T2_2010 paiement,3100,,Ch 0324656
207,2010/07/15,512100,"Banque
Règlement acompte TVA 2ème trimestre 2010",TVA CA4 T2_2010 paiement,,3100,Ch 0324656
208,2010/07/31,706000,"Prestations de service
Facture MOZILLA n°7 – prestations de juillet_2010",MOZILLA_M7,,6368,FC MOZILLA 7
209,2010/07/31,445710,"TVA collectée
Facture MOZILLA n°7 – prestations de juillet_2010",MOZILLA_M7,,1248.130,FC MOZILLA 7
210,2010/07/31,411000,Clientes – ventes de prestations de service Facture MOZILLA n°7 – prestations de juillet_2010,MOZILLA_M7,7616.13,,FC MOZILLA 7
211,2010/08/02,625000,"Déplacements; missions et réceptions
Carte intégrale août 2010 - RATP",RATP_M8_2010 facture,101.13,,FF ratp 2010
212,2010/08/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale août 2010 - RATP",RATP_M8_2010 facture,,101.13,FF ratp 2010
213,2010/08/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale août 2010 - RATP",RATP_M8_2010 paiement,101.13,,Prélèv. Ratp aout 2010
214,2010/08/02,512100,"Banque
Carte intégrale août 2010 - RATP",RATP_M8_2010 paiement,,101.13,Prélèv. Ratp aout 2010
215,2010/08/02,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC août_2010",HSBC_M8_2010 facture,20,,FF hsbc 8
216,2010/08/02,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC août_2010",HSBC_M8_2010 facture,3.92,,FF hsbc 8
217,2010/08/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2010",HSBC_M8_2010 facture,,23.92,FF hsbc 8
218,2010/08/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2010",HSBC_M8_2010 paiement,23.92,,Prélèv. Hsbc 8
219,2010/08/02,512100,"Banque
Frais tenue de compte HSBC août_2010",HSBC_M8_2010 paiement,,23.92,Prélèv. Hsbc 8
220,2010/08/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M8_2010,244.13,,PV 2010
221,2010/08/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M8_2010,,244.13,PV 2010
222,2010/08/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M8_2010 paiement,244.13,,virt ZAFD 11926
223,2010/08/02,512100,"Banque
Frais de mission - août_2010",FOOD_M8_2010 paiement,,244.13,virt ZAFD 11926
224,2010/08/05,645100,"Cotisations à l'URSAAF
Règlement 2ème acompte URSAAF 2010",URSAAF_AC_2 facture,313,,Appel de cotisation 07/2010
225,2010/08/05,437010,"Cotisations aux autres organismes sociaux
Règlement 2ème acompte URSAAF 2010",URSAAF_AC_2 facture,,313,Appel de cotisation 07/2010
226,2010/08/05,437010,"Cotisations aux autres organismes sociaux
Règlement 2ème acompte URSAAF 2010",URSAAF_AC_2 paiement,313,,prlv urssaf de paris p572758
227,2010/08/05,512100,"Banque
Règlement 2ème acompte URSAAF 2010",URSAAF_AC_2 paiement,,313,prlv urssaf de paris p572758
228,2010/08/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°6 - prestations de juin_2010",MOZILLA_M6_2010 paiement,,10472.180,VIR MOZILLA
229,2010/08/05,512100,"Banque
Règlement MOZILLA Facture n°6 - prestations de juin_2010",MOZILLA_M6_2010 paiement,10472.180,,VIR MOZILLA
230,2010/08/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M8_2010",GERANT_M8_2010 brut,5817.3,,PV 2010 & taux prél sociaux
231,2010/08/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M8_2010",GERANT_M8_2010 brut,,5817.3,PV 2010 & taux prél sociaux
232,2010/08/06,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M8_2010",GERANT_M8_2010 social,1437.3,,PV 2010 & taux prél sociaux
233,2010/08/06,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M8_2010",GERANT_M8_2010 social,,268.166,site RSI
234,2010/08/06,437010,"Autres organismes sociaux
Cotisations Ursaaf - rémunération_Gérant_M8_2010",GERANT_M8_2010 social,,682.054,site Urssaf
235,2010/08/06,437020,"Autres organismes sociaux
Cotisations CIPAV - rémunération_Gérant_M8_2010",GERANT_M8_2010 social,,487.08,Site CIPAV
236,2010/08/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M8_2010",GERANT_M8_2010 paiement,4380,,PV 2010
237,2010/08/06,512100,"Banque
Rémunération_Gérant_M8_2010",GERANT_M8_2010 paiement,,4380,virt Gérant aout 10
238,2010/08/30,618300,"Documentation technique
Eyrolles -Livres Python; XML ",Livres 3 facture,23.7,,Ff fnac 2
239,2010/08/30,445660,"TVA déductible 
Eyrolles -Livres Python; XML (5,5)",Livres 3 facture,1.3,,Ff fnac 2
240,2010/08/30,401100,"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ",Livres 3 facture,,25,Ff fnac 2
241,2010/08/30,401100,"Fournisseurs - Achats de biens et services
Eyrolles -Livres Python; XML ",Livres 3 paiement,25,,CB fnac 28/08
242,2010/08/30,512100,"Banque
Eyrolles -Livres Python; XML ",Livres 3 paiement,,25,CB fnac 28/08
243,2010/08/30,618000,"Divers
Carrefour - matériel",vêtement prestation 1 facture,24.25,,FF carrefour 1
244,2010/08/30,445660,"TVA déductible 
Carrefour - matériel",vêtement prestation 1 facture,4.75,,FF carrefour 1
245,2010/08/30,401100,"Fournisseurs - Achats de biens et services
Carrefour - matériel",vêtement prestation 1 facture,,29,FF carrefour 1
246,2010/08/30,401100,"Fournisseurs - Achats de biens et services
Carrefour - matériel",vêtement prestation 1 paiement,29,,CB carrefour Montig 28/08
247,2010/08/30,512100,"Banque
Carrefour - matériel",vêtement prestation 1 paiement,,29,CB carrefour Montig 28/08
248,2010/08/30,618000,"Divers
Celio - matériel",vêtement prestation 2 facture,37.62,,FF celio 1
249,2010/08/30,445660,"TVA déductible 
Celio - matériel",vêtement prestation 2 facture,7.37,,FF celio 1
250,2010/08/30,401100,"Fournisseurs - Achats de biens et services
Celio - matériel",vêtement prestation 2 facture,,44.99,FF celio 1
251,2010/08/30,401100,"Fournisseurs - Achats de biens et services
Celio - matériel",vêtement prestation 2 paiement,44.99,,CB celio 0248 28/08
252,2010/08/30,512100,"Banque
Celio - matériel",vêtement prestation 2 paiement,,44.99,CB celio 0248 28/08
253,2010/08/31,706000,"Prestations de service
Facture MOZILLA n°8 – prestations de août_2010",MOZILLA_M8,,8756,FC MOZILLA 8
254,2010/08/31,445710,"TVA collectée
Facture MOZILLA n°8 – prestations de août_2010",MOZILLA_M8,,1716.180,FC MOZILLA 8
255,2010/08/31,411000,Clientes – ventes de prestations de service Facture MOZILLA n°8 – prestations de août_2010,MOZILLA_M8,10472.18,,FC MOZILLA 8
256,2010/09/02,625000,"Déplacements; missions et réceptions
Carte intégrale sep 2010 - RATP",RATP_M9_2010 facture,101.13,,FF ratp 2010
257,2010/09/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale sep 2010 - RATP",RATP_M9_2010 facture,,101.13,FF ratp 2010
258,2010/09/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale sep 2010 - RATP",RATP_M9_2010 paiement,101.13,,Prélèv. Ratp sept 2010
259,2010/09/02,512100,"Banque
Carte intégrale sep 2010 - RATP",RATP_M9_2010 paiement,,101.13,Prélèv. Ratp sept 2010
260,2010/09/02,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC sep_2010",HSBC_M9_2010 facture,20,,FF hsbc 9
261,2010/09/02,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC sep_2010",HSBC_M9_2010 facture,3.92,,FF hsbc 9
262,2010/09/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC sep_2010",HSBC_M9_2010 facture,,23.92,FF hsbc 9
263,2010/09/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC sep_2010",HSBC_M9_2010 paiement,23.92,,Prélèv. Hsbc 9
264,2010/09/02,512100,"Banque
Frais tenue de compte HSBC sep_2010",HSBC_M9_2010 paiement,,23.92,Prélèv. Hsbc 9
265,2010/09/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M9_2010,244.13,,PV 2010
266,2010/09/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M9_2010,,244.13,PV 2010
267,2010/09/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M9_2010 paiement,244.13,,virt ZAFD 42105
268,2010/09/02,512100,"Banque
Frais de mission – sep_2010",FOOD_M9_2010 paiement,,244.13,virt ZAFD 42105
269,2010/09/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°7 - prestations de juillet_2010",MOZILLA_M7_2010 paiement,,7616.130,VIR MOZILLA
270,2010/09/05,512100,"Banque
Règlement MOZILLA Facture n°7 - prestations de juillet_2010",MOZILLA_M7_2010 paiement,7616.130,,VIR MOZILLA
271,2010/09/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M9_2010",GERANT_M9_2010 brut,5817.3,,PV 2010 & taux prél sociaux
272,2010/09/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M9_2010",GERANT_M9_2010 brut,,5817.3,PV 2010 & taux prél sociaux
273,2010/09/06,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M9_2010",GERANT_M9_2010 social,1437.3,,PV 2010 & taux prél sociaux
274,2010/09/06,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M9_2010",GERANT_M9_2010 social,,268.166,site RSI
275,2010/09/06,437010,"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M9_2010",GERANT_M9_2010 social,,682.054,site Urssaf
276,2010/09/06,437020,"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M9_2010",GERANT_M9_2010 social,,487.08,Site CIPAV
277,2010/09/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M9_2010",GERANT_M9_2010 paiement,4380,,PV 2010
278,2010/09/06,512100,"Banque
Rémunération_Gérant_M9_2010",GERANT_M9_2010 paiement,,4380,virt Gérant sept 10
279,2010/09/30,706000,"Prestations de service
Facture MOZILLA n°9 – prestations de septembre_2010",MOZILLA_M9,,6567.0,FC MOZILLA 9
280,2010/09/30,445710,"TVA collectée
Facture MOZILLA n°9 – prestations de septembre_2010",MOZILLA_M9,,1287.130,FC MOZILLA 9
281,2010/09/30,411000,Clientes – ventes de prestations de service Facture MOZILLA n°9 – prestations de septembre_2010,MOZILLA_M9,7854.13,,FC MOZILLA 9
282,2010/10/02,625000,"Déplacements; missions et réceptions
Carte intégrale oct 2010 - RATP",RATP_M10_2010 facture,101.13,,FF ratp 2010
283,2010/10/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale oct 2010 - RATP",RATP_M10_2010 facture,,101.13,FF ratp 2010
284,2010/10/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale oct 2010 - RATP",RATP_M10_2010 paiement,101.13,,Prélèv. Ratp oct 2010
285,2010/10/02,512100,"Banque
Carte intégrale oct 2010 - RATP",RATP_M10_2010 paiement,,101.13,Prélèv. Ratp oct 2010
286,2010/10/02,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC oct_2010",HSBC_M10_2010 facture,20,,FF hsbc 10
287,2010/10/02,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC oct_2010",HSBC_M10_2010 facture,3.92,,FF hsbc 10
288,2010/10/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC oct_2010",HSBC_M10_2010 facture,,23.92,FF hsbc 10
289,2010/10/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC oct_2010",HSBC_M10_2010 paiement,23.92,,Prélèv. Hsbc 10
290,2010/10/02,512100,"Banque
Frais tenue de compte HSBC oct_2010",HSBC_M10_2010 paiement,,23.92,Prélèv. Hsbc 10
291,2010/10/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M10_2010,244.13,,PV 2010
292,2010/10/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M10_2010,,244.13,PV 2010
293,2010/10/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M10_2010 paiement,244.13,,virt ZAFD 33200
294,2010/10/02,512100,"Banque
Frais de mission – oct_2010",FOOD_M10_2010 paiement,,244.13,virt ZAFD 33200
295,2010/10/05,626000,"Frais postaux et de télécommunications
La Poste - achat de timbres",POSTE 2 facture,5.8,,FF laposte 3
296,2010/10/05,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 2 facture,,5.8,FF laposte 3
297,2010/10/05,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 2 paiement,5.8,,CB laposte 3
298,2010/10/05,512100,"Banque
La Poste - achat de timbres",POSTE 2 paiement,,5.8,CB laposte 3
299,2010/10/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°8 - prestations de août_2010",MOZILLA_M8_2010 paiement,,10472.180,VIR MOZILLA
300,2010/10/05,512100,"Banque
Règlement MOZILLA Facture n°8 - prestations de août_2010",MOZILLA_M8_2010 paiement,10472.180,,VIR MOZILLA
301,2010/10/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M10_2010",GERANT_M10_2010 brut,5817.3,,PV 2010 & taux prél sociaux
302,2010/10/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M10_2010",GERANT_M10_2010 brut,,5817.3,PV 2010 & taux prél sociaux
303,2010/10/06,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M10_2010",GERANT_M10_2010 social,1437.3,,PV 2010 & taux prél sociaux
304,2010/10/06,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M10_2010",GERANT_M10_2010 social,,268.166,site RSI
305,2010/10/06,437010,"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M10_2010",GERANT_M10_2010 social,,682.054,site Urssaf
306,2010/10/06,437020,"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M10_2010",GERANT_M10_2010 social,,487.08,Site CIPAV
307,2010/10/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M10_2010",GERANT_M10_2010 paiement,4380,,PV 2010
308,2010/10/06,512100,"Banque
Rémunération_Gérant_M10_2010",GERANT_M10_2010 paiement,,4380,virt Gérant oct 10
309,2010/10/12,618300,"Documentation technique
Eyrolles - 3 Livres Linux : Dev; Embeded; devices",Livres 4 facture,94.88,,FF eyrolles 2
310,2010/10/12,445660,"TVA déductible 
Eyrolles 3 Livres Linux : Dev; Embeded; devices (5.5)",Livres 4 facture,5.22,,FF eyrolles 2
311,2010/10/12,401100,"Fournisseurs - Achats de biens et services
Eyrolles -3 Livres Linux : Dev; Embeded; devices",Livres 4 facture,,100.1,FF eyrolles 2
312,2010/10/12,401100,"Fournisseurs - Achats de biens et services
Eyrolles - 3 Livres Linux : Dev; Embeded; devices",Livres 4 paiement,100.1,,CB lib eyrolles 30/09
313,2010/10/12,512100,"Banque
Eyrolles -3 Livres Linux : Dev; Embeded; devices ",Livres 4 paiement,,100.1,CB lib eyrolles 30/09
314,2010/10/14,445710,"TVA récupérée d'avance
TVA collectée 3ème trimestre 2010",TVA CA4 T3_2010 facture,3100,,TVA CA4 T1_2010
315,2010/10/14,445810,Acomptes – régime simplifié d'imposition Acompte TVA 3ème trimestre 2010,TVA CA4 T3_2010 facture,,3100,TVA CA4 T1_2010
316,2010/10/14,445810,Acomptes – régime simplifié d'imposition Acompte TVA 3ème trimestre 2010,TVA CA4 T3_2010 paiement,3100,,Ch 0324657
317,2010/10/14,512100,"Banque
Règlement acompte TVA 3ème trimestre 2010",TVA CA4 T3_2010 paiement,,3100,Ch 0324657
318,2010/10/22,618000,"Divers
Hughes; Hubbard & Reed – livre assemblée",CHARGES GESTION 1 facture,41.49,,Ff HHR 1
319,2010/10/22,445660,"TVA déductible 
Hughes; Hubbard & Reed – livre assemblée",CHARGES GESTION 1 facture,8.13,,Ff HHR 1
320,2010/10/22,401100,"Fournisseurs - Achats de biens et services
Hughes; Hubbard & Reed – livre assemblée",CHARGES GESTION 1 facture,,49.62,Ff HHR 1
321,2010/10/22,401100,"Fournisseurs - Achats de biens et services
Hughes; Hubbard & Reed – livre assemblée",CHARGES GESTION 1 paiement,49.62,,Ch 0324659
322,2010/10/22,512100,"Banque
Hughes; Hubbard & Reed – livre assemblée",CHARGES GESTION 1 paiement,,49.62,Ch 0324659
323,2010/10/22,622700,"Frais d'actes
Tribunal de Commerce: paraffage livre assemblées",CHARGES GESTION 2 facture,2.6,,FF GTC Versailles 1
324,2010/10/22,445660,"TVA déductible 
Tribunal de Commerce: paraffage livre assemblées",CHARGES GESTION 2 facture,0.51,,FF GTC Versailles 1
325,2010/10/22,401100,"Fournisseurs - Achats de biens et services
Tribunal de Commerce: paraffage livre assemblées",CHARGES GESTION 2 facture,,3.11,FF GTC Versailles 1
326,2010/10/22,401100,"Fournisseurs - Achats de biens et services
Tribunal de Commerce: paraffage livre assemblées",CHARGES GESTION 2 paiement,3.11,,Ch 0324658
327,2010/10/22,512100,"Banque
Tribunal de Commerce: paraffage livre assemblées",CHARGES GESTION 2 paiement,,3.11,Ch 0324658
328,2010/10/31,706000,"Prestations de service
Facture MOZILLA n°10 – prestations de octobre_2010",MOZILLA_M10,,8358,FC MOZILLA 10
329,2010/10/31,445710,"TVA collectée
Facture MOZILLA n°10 – prestations de octobre_2010",MOZILLA_M10,,1638.170,FC MOZILLA 10
330,2010/10/31,411000,Clientes – ventes de prestations de service Facture MOZILLA n°10 – prestations de octobre_2010,MOZILLA_M10,9996.17,,FC MOZILLA 10
331,2010/11/02,625000,"Déplacements; missions et réceptions
Carte intégrale nov 2010 - RATP",RATP_M11_2010 facture,101.13,,FF ratp 2010
332,2010/11/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale nov 2010 - RATP",RATP_M11_2010 facture,,101.13,FF ratp 2010
333,2010/11/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale nov 2010 - RATP",RATP_M11_2010 paiement,101.13,,Prélèv. Ratp nov 2010
334,2010/11/02,512100,"Banque
Carte intégrale nov 2010 - RATP",RATP_M11_2010 paiement,,101.13,Prélèv. Ratp nov 2010
335,2010/11/02,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC nov_2010",HSBC_M11_2010 facture,20,,FF hsbc 11
336,2010/11/02,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC nov_2010",HSBC_M11_2010 facture,3.92,,FF hsbc 11
337,2010/11/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC nov_2010",HSBC_M11_2010 facture,,23.92,FF hsbc 11
338,2010/11/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC nov_2010",HSBC_M11_2010 paiement,23.92,,Prélèv. Hsbc 11
339,2010/11/02,512100,"Banque
Frais tenue de compte HSBC nov_2010",HSBC_M11_2010 paiement,,23.92,Prélèv. Hsbc 11
340,2010/11/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M11_2010,244.13,,PV 2010
341,2010/11/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M11_2010,,244.13,PV 2010
342,2010/11/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M11_2010 paiement,244.13,,virt ZAFD 12056
343,2010/11/02,512100,"Banque
Frais de mission – nov_2010",FOOD_M11_2010 paiement,,244.13,virt ZAFD 12056
344,2010/11/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M11_2010",GERANT_M11_2010 brut,5817.3,,PV 2010 & taux prél sociaux
345,2010/11/02,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2010",GERANT_M11_2010 brut,,5817.3,PV 2010 & taux prél sociaux
346,2010/11/02,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M11_2010",GERANT_M11_2010 social,1437.3,,PV 2010 & taux prél sociaux
347,2010/11/02,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M11_2010",GERANT_M11_2010 social,,268.166,site RSI
348,2010/11/02,437010,"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M11_2010",GERANT_M11_2010 social,,682.054,site Urssaf
349,2010/11/02,437020,"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M11_2010",GERANT_M11_2010 social,,487.08,Site CIPAV
350,2010/11/02,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2010",GERANT_M11_2010 paiement,4380,,PV 2010
351,2010/11/02,512100,"Banque
Rémunération_Gérant_M11_2010",GERANT_M11_2010 paiement,,4380,virt Gérant nov 10
352,2010/11/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°9 - prestations de septembre_2010",MOZILLA_M9_2010 paiement,,7854.130,VIR MOZILLA
353,2010/11/05,512100,"Banque
Règlement MOZILLA Facture n°9 - prestations de septembre_2010",MOZILLA_M9_2010 paiement,7854.130,,VIR MOZILLA
354,2010/11/15,645100,"Cotisations à l'URSAAF
Règlement 3ème acompte URSAAF 2010",URSAAF_AC_3 facture,312,,Appel cotisation 11/2010
355,2010/11/15,437010,"Cotisations aux autres organismes sociaux
Règlement 3ème acompte URSAAF 2010",URSAAF_AC_3 facture,,312,Appel cotisation 11/2010
356,2010/11/15,437010,"Cotisations aux autres organismes sociaux
Règlement 3ème acompte URSAAF 2010",URSAAF_AC_3 paiement,312,,PRLV Urssaf  de pari P67686
357,2010/11/15,512100,"Banque
Règlement 3ème acompte URSAAF 2010",URSAAF_AC_3 paiement,,312,PRLV Urssaf  de pari P67686
358,2010/11/29,626000,"Frais postaux et de télécommunications
La Poste - achat de timbres",POSTE 3 facture,5.8,,FF laposte 4
359,2010/11/29,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 3 facture,,5.8,FF laposte 4
360,2010/11/29,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 3 paiement,5.8,,CB laposte 4
361,2010/11/29,512100,"Banque
La Poste - achat de timbres",POSTE 3 paiement,,5.8,CB laposte 4
362,2010/11/29,626000,"Frais postaux et de télécommunications
La Poste - achat de timbres",POSTE 4 facture,4.38,,FF laposte 4
363,2010/11/29,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 4 facture,,4.38,FF laposte 4
364,2010/11/29,401100,"Fournisseurs - Achats de biens et services
La Poste - achat de timbres",POSTE 4 paiement,4.38,,CB laposte 4
365,2010/11/29,512100,"Banque
La Poste - achat de timbres",POSTE 4 paiement,,4.38,CB laposte 4
366,2010/11/30,706000,"Prestations de service
Facture MOZILLA n°11 – prestations de novembre_2010",MOZILLA_M11,,7960,FC MOZILLA 11
367,2010/11/30,445710,"TVA collectée
Facture MOZILLA n°11 – prestations de novembre_2010",MOZILLA_M11,,1560.160,FC MOZILLA 11
368,2010/11/30,411000,Clientes – ventes de prestations de service Facture MOZILLA n°11 – prestations de novembre_2010,MOZILLA_M11,9520.16,,FC MOZILLA 11
369,2010/12/02,625000,"Déplacements; missions et réceptions
Carte intégrale déc 2010 - RATP",RATP_M12_2010 facture,101.13,,FF ratp 2010
370,2010/12/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale déc 2010 - RATP",RATP_M12_2010 facture,,101.13,FF ratp 2010
371,2010/12/02,401100,"Fournisseurs - Achats de biens et services
Carte intégrale déc 2010 - RATP",RATP_M12_2010 paiement,101.13,,Prélèv. Ratp dec 2010
372,2010/12/02,512100,"Banque
Carte intégrale déc 2010 - RATP",RATP_M12_2010 paiement,,101.13,Prélèv. Ratp dec 2010
373,2010/12/02,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC déc_2010",HSBC_M12_2010 facture,20,,FF hsbc 12
374,2010/12/02,445660,"TVA déductible
TVA déductible sur frais tenue de compte
HSBC déc_2010",HSBC_M12_2010 facture,3.92,,FF hsbc 12
375,2010/12/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC déc_2010",HSBC_M12_2010 facture,,23.92,FF hsbc 12
376,2010/12/02,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC déc_2010",HSBC_M12_2010 paiement,23.92,,Prélèv. Hsbc 12
377,2010/12/02,512100,"Banque
Frais tenue de compte HSBC déc_2010",HSBC_M12_2010 paiement,,23.92,Prélèv. Hsbc 12
378,2010/12/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant",FOOD_M12_2010,244.13,,PV 2010
379,2010/12/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M12_2010,,244.13,PV 2010
380,2010/12/02,421000,"Exploitant - rémunération due
Rémunération pour frais de repas",FOOD_M12_2010 paiement,244.13,,virt ZAFD 42187
381,2010/12/02,512100,"Banque
Frais de mission – déc_2010",FOOD_M12_2010 paiement,,244.13,virt ZAFD 42187
382,2010/12/02,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M11_2010",GERANT_M12_2010 brut,5817.3,,PV 2010 & taux prél sociaux
383,2010/12/02,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2010",GERANT_M12_2010 brut,,5817.3,PV 2010 & taux prél sociaux
384,2010/12/02,421000,"Exploitant - rémunération due
Cotisations rémunération_Gérant_M11_2010",GERANT_M12_2010 social,1437.3,,PV 2010 & taux prél sociaux
385,2010/12/02,431000,"Sécurité sociale
Cotisations RSI rémunération_Gérant_M11_2010",GERANT_M12_2010 social,,268.166,site RSI
386,2010/12/02,437010,"Autres organismes sociaux
Cotisations Ursaaf – rémunération_Gérant_M11_2010",GERANT_M12_2010 social,,682.054,site Urssaf
387,2010/12/02,437020,"Autres organismes sociaux
Cotisations CIPAV – rémunération_Gérant_M11_2010",GERANT_M12_2010 social,,487.08,Site CIPAV
388,2010/12/02,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2010",GERANT_M12_2010 paiement,4380,,PV 2010
389,2010/12/02,512100,"Banque
Rémunération_Gérant_M11_2010",GERANT_M12_2010 paiement,,4380,virt Gérant dec 10
390,2010/12/05,411000,"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°10 - prestations de octobre_2010",MOZILLA_M10_2010 paiement,,9996.170,VIR MOZILLA
