Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
77;2011/05/09;445660;"TVA déductible 
Décathlon - matériel";Sac – facture;5.87;;;;;
77;2011/05/09;401100;"Fournisseurs - Achats de biens et services
Décathlon - matériel";Sac – facture;;29.95;;;;
78;2011/05/09;401100;"Fournisseurs - Achats de biens et services
Décathlon - matériel";Sac – paiement;29.95;;;;;
78;2011/05/09;512100;"Banque
Décathlon - matériel";Sac – paiement;;29.95;;;;
79;2011/06/01;625000;"Voyages et déplacements
Carte intégrale juin 2011 - RATP";RATP_M6_2011 facture;101.2;;;;;
79;2011/06/01;401100;"Fournisseurs - Achats de biens et services
Carte intégrale juin 2011 - RATP";RATP_M6_2011 facture;;101.2;;;;
80;2011/06/01;401100;Fournisseurs - Achats de biens et services Carte intégrale juin 2011 - RATP;RATP_M6_2011 paiement;101.2;;;;;
80;2011/06/01;512100;Banque Carte intégrale juin 2011 - RATP;RATP_M6_2011 paiement;;101.2;;;;
81;2011/06/06;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 4 facture;4.4;;;;;
81;2011/06/06;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 4 facture;;4.4;;;;
82;2011/06/06;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 4 paiement;4.4;;;;;
82;2011/06/06;512100;"Banque
La Poste - achat de timbres";POSTE 4 paiement;;4.4;;;;
83;2011/11/07;645100;Cotisations à l'URSAAF Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 facture;5823;;;;;
83;2011/11/07;437010;Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 facture;;5823;;;;
84;2011/11/07;437010;Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 paiement;5823;;;;;
84;2011/11/07;512100;Banque Règlement 4ème acompte URSAAF %(year_name)s;URSAAF_AC_4 paiement;;5823;;;;
85;2011/10/03;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 5 facture;6;;;;;
85;2011/10/03;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 5 facture;;6;;;;
86;2011/10/03;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 5 paiement;6;;;;;
86;2011/10/03;512100;"Banque
La Poste - achat de timbres";POSTE 5 paiement;;6;;;;
87;2011/11/05;645800;Cotisations aux autres organismes sociaux Règlement acompte RSI AM T4 2011;RSI_AC_T4_2011 facture;2672;;;;;
87;2011/11/05;431000;Sécurité Sociale Règlement acompte RSI AM T4 2011;RSI_AC_T4_2011 facture;;2672;;;;
88;2011/11/05;431000;Sécurité Sociale Règlement acompte RSI AM T4 2011;RSI_AC_T4_2011 paiement;2672;;;;;
88;2011/11/05;512100;Banque Règlement acompte RSI AM T4 2011;RSI_AC_T4_2011 paiement;;2672;;;;
89;2011/11/07;645100;Cotisations à l'URSAAF Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 facture;5823;;;;;
89;2011/11/07;437010;Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 facture;;5823;;;;
90;2011/11/07;437010;Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF %(year_name)s;URSAAF_AC_4 paiement;5823;;;;;
90;2011/11/07;512100;Banque Règlement 4ème acompte URSAAF %(year_name)s;URSAAF_AC_4 paiement;;5823;;;;
91;2011/11/29;626000;"Frais postaux et de télécommunications
La Poste - achat de timbres";POSTE 6 facture;5.7;;;;;
91;2011/11/29;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 6 facture;;5.7;;;;
92;2011/11/29;401100;"Fournisseurs - Achats de biens et services
La Poste - achat de timbres";POSTE 6 paiement;5.7;;;;;
92;2011/11/29;512100;"Banque
La Poste - achat de timbres";POSTE 6 paiement;;5.7;;;;
93;2011/11/30;618300;"Documentation technique  
Fnac – SCRUM + C++ concis et precis";Livres (SCRUM & C++) – facture;49.76;;;;;
93;2011/11/30;445660;"TVA déductible 
Fnac – SCRUM + C++ concis et precis (5,5)";TVA livres (SCRUM & C++) – facture;2.74;;;;;
93;2011/11/30;401100;"Fournisseurs - Achats de biens et services
Fnac – SCRUM + C++ concis et precis";Livres (SCRUM & C++) – facture;;52.5;;;;
93;2011/11/30;401100;"Fournisseurs - Achats de biens et services 
Fnac – SCRUM + C++ concis et precis";Livres (SCRUM & C++) – paiement;52.5;;;;;
93;2011/11/30;512100;"Banque
Fnac – SCRUM + C++ concis et precis";Livres (SCRUM & C++) – paiement;;52.5;;;;
94;2011/12/22;618000;"Documentation technique 
Darty – Tel portable";Tel portable – facture;66.05;;;;;
94;2011/12/22;445660;"TVA déductible 
darty – tel portable (19,6)";TVA tel portable – facture;12.95;;;;;
94;2011/12/22;401100;"Fournisseurs - Achats de biens et services
 Darty Tel portable";Tel portable – facture;;79;;;;
94;2011/12/22;401100;"Fournisseurs - Achats de biens et services
 Darty Tel portable";tel portable – paiement;79;;;;;
94;2011/12/22;512100;"Banque
Darty Tel portable";tel portable – paiement;;79;;;;
95;2011/12/24;618300;"Documentation technique 
Gd Cercle – Langage C++";Livres (C++ Stroustrup) – facture;40.76;;;;;
95;2011/12/24;445660;"TVA déductible 
Gd Cercle – Langage C++ (5,5)";TVA livres (C++ Stroustrup) – facture;2.24;;;;;
95;2011/12/24;401100;"Fournisseurs - Achats de biens et services
 Gd Cercle Langage C++";Livres (C++ Stroustrup) – facture;;43;;;;
95;2011/12/24;401100;"Fournisseurs - Achats de biens et services Gd Cercle
 Langage C++";Livres (C++ Stroustrup) – paiement;43;;;;;
95;2011/12/24;512100;"Banque
Gd Cercle Langage C++";Livres (C++ Stroustrup) – paiement;;43;;;;
96;2011/12/30;625000;"Deplacement mission et reception 
Casa bella – resto de départ";Resto départ BNP – facture;37.39;;;;;
96;2011/12/30;445660;"TVA déductible 
Resto casa bella (5,5)";TVA resto départ BNP – facture;9.11;;;;;
96;2011/12/30;401100;"Fournisseurs - Achats de biens et services
 Casa bella resto de départ";Resto départ BNP – facture;;46.5;;;;
96;2011/12/30;401100;"Fournisseurs - Achats de biens et services
 Casa Bella Resto de départ";resto départ BNP – paiement;46.5;;;;;
96;2011/12/30;512100;"Banque
Casa Bella Rest de départ";resto départ BNP – paiement;;46.5;;;;
1;2011/01/31;706000;"Prestations de service
Facture MOZILLA n°13 – prestations de janvier_2011";MOZILLA_M13;;8505;FC MOZILLA 13;;;
1;2011/01/31;445710;"TVA collectée
Facture MOZILLA n°13 – prestations de janvier_2011";MOZILLA_M13;;1666.980;FC MOZILLA 13;;;
1;2011/01/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°13 – prestations de janvier_2011;MOZILLA_M13;10171.98;;FC MOZILLA 13;;;
2;2011/03/5;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°13 - prestations de janvier_2011";MOZILLA_M13_2011 paiement;;10171.980;VIR MOZILLA;;;
2;2011/03/5;512100;"Banque
Règlement MOZILLA Facture n°13 - prestations de janvier_2011";MOZILLA_M13_2011 paiement;10171.980;;VIR MOZILLA;;;
99;2011/02/28;706000;"Prestations de service
Facture MOZILLA n°14 – prestations de février_2011";MOZILLA_M14;;4050;FC MOZILLA 14;;;
99;2011/02/28;445710;"TVA collectée
Facture MOZILLA n°14 – prestations de février_2011";MOZILLA_M14;;793.8;FC MOZILLA 14;;;
99;2011/02/28;411000;Clientes – ventes de prestations de service Facture MOZILLA n°14 – prestations de février_2011;MOZILLA_M14;4843.8;;FC MOZILLA 14;;;
100;2011/04/10;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°14 - prestations de février_2011";MOZILLA_M14_2011 paiement;;4843.800;VIR MOZILLA;;;
100;2011/04/10;512100;"Banque
Règlement MOZILLA Facture n°14 - prestations de février_2011";MOZILLA_M14_2011 paiement;4843.800;;VIR MOZILLA;;;
101;2011/03/31;706000;"Prestations de service
Facture MOZILLA n°15 – prestations de mars_2011";MOZILLA_M15;;9315;FC MOZILLA 15;;;
101;2011/03/31;445710;"TVA collectée
Facture MOZILLA n°15 – prestations de mars_2011";MOZILLA_M15;;1825.74;FC MOZILLA 15;;;
101;2011/03/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°15 – prestations de mars_2011;MOZILLA_M15;11140.74;;FC MOZILLA 15;;;
102;2011/05/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°15 - prestations de mars_2011";MOZILLA_M15_2011 paiement;;11140.740;VIR MOZILLA;;;
102;2011/05/05;512100;"Banque
Règlement MOZILLA Facture n°15 - prestations de mars_2011";MOZILLA_M15_2011 paiement;11140.740;;VIR MOZILLA;;;
103;2011/04/30;706000;"Prestations de service
Facture MOZILLA n°16 – prestations de avril_2011";MOZILLA_M16;;8100;FC MOZILLA 16;;;
103;2011/04/30;445710;"TVA collectée
Facture MOZILLA n°16 – prestations de avril_2011";MOZILLA_M16;;1587.6;FC MOZILLA 16;;;
103;2011/04/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°16 – prestations de avril_2011;MOZILLA_M16;9687.6;;FC MOZILLA 16;;;
104;2011/06/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°16 - prestations de avril_2011";MOZILLA_M16_2011 paiement;;9687.600;VIR MOZILLA;;;
104;2011/06/05;512100;"Banque
Règlement MOZILLA Facture n°16 - prestations de avril_2011";MOZILLA_M16_2011 paiement;9687.600;;VIR MOZILLA;;;
105;2011/05/31;706000;"Prestations de service
Facture MOZILLA n°17 – prestations de mai_2011";MOZILLA_M17;;8910;FC MOZILLA 17;;;
105;2011/05/31;445710;"TVA collectée
Facture MOZILLA n°17 – prestations de mai_2011";MOZILLA_M17;;1746.36;FC MOZILLA 17;;;
105;2011/05/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°17 – prestations de mai_2011;MOZILLA_M17;10656.36;;FC MOZILLA 17;;;
106;2011/07/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°17 - prestations de mai_2011";MOZILLA_M17_2011 paiement;;10656.360;VIR MOZILLA;;;
106;2011/07/05;512100;"Banque
Règlement MOZILLA Facture n°17 - prestations de mai_2011";MOZILLA_M17_2011 paiement;10656.360;;VIR MOZILLA;;;
107;2011/06/30;706000;"Prestations de service
Facture MOZILLA n°18 – prestations de juin_2011";MOZILLA_M18;;8100;FC MOZILLA 18;;;
107;2011/06/30;445710;"TVA collectée
Facture MOZILLA n°18 – prestations de juin_2011";MOZILLA_M18;;1587.6;FC MOZILLA 18;;;
107;2011/06/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°18 – prestations de juin_2011;MOZILLA_M18;9687.6;;FC MOZILLA 18;;;
108;2011/08/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°18 - prestations de juin_2011";MOZILLA_M18_2011 paiement;;9687.600;VIR MOZILLA;;;
108;2011/08/05;512100;"Banque
Règlement MOZILLA Facture n°18 - prestations de juin_2011";MOZILLA_M18_2011 paiement;9687.600;;VIR MOZILLA;;;
109;2011/07/31;706000;"Prestations de service
Facture MOZILLA n°19 – prestations de juillet_2011";MOZILLA_M19;;5265;FC MOZILLA 19;;;
109;2011/07/31;445710;"TVA collectée
Facture MOZILLA n°19 – prestations de juillet_2011";MOZILLA_M19;;1031.94;FC MOZILLA 19;;;
109;2011/07/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°19 – prestations de juillet_2011;MOZILLA_M19;6296.94;;FC MOZILLA 19;;;
110;2011/09/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°19 - prestations de juillet_2011";MOZILLA_M19_2011 paiement;;6296.940;VIR MOZILLA;;;
110;2011/09/05;512100;"Banque
Règlement MOZILLA Facture n°19 - prestations de juillet_2011";MOZILLA_M19_2011 paiement;6296.940;;VIR MOZILLA;;;
111;2011/08/31;706000;"Prestations de service
Facture MOZILLA n°20 – prestations de août_2011";MOZILLA_M20;;8910;FC MOZILLA 20;;;
111;2011/08/31;445710;"TVA collectée
Facture MOZILLA n°20 – prestations de août_2011";MOZILLA_M20;;1746.36;FC MOZILLA 20;;;
111;2011/08/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°20 – prestations de août_2011;MOZILLA_M20;10656.36;;FC MOZILLA 20;;;
112;2011/10/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°20 - prestations de août_2011";MOZILLA_M20_2011 paiement;;10656.360;VIR MOZILLA;;;
112;2011/10/05;512100;"Banque
Règlement MOZILLA Facture n°20 - prestations de août_2011";MOZILLA_M20_2011 paiement;10656.360;;VIR MOZILLA;;;
115;2011/10/31;706000;"Prestations de service
Facture MOZILLA n°22 – prestations de octobre_2011";MOZILLA_M22;;8100;FC MOZILLA 22;;;
115;2011/10/31;445710;"TVA collectée
Facture MOZILLA n°22 – prestations de octobre_2011";MOZILLA_M22;;1587.6;FC MOZILLA 22;;;
115;2011/10/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°22 – prestations de octobre_2011;MOZILLA_M22;9687.6;;FC MOZILLA 22;;;
116;2011/12/05;411000;"Clients- ventes de prestations de service
Règlement MOZILLA Facture n°22 - prestations de octobre_2011";MOZILLA_M22_2011 paiement;;9687.600;VIR MOZILLA;;;
116;2011/12/05;512100;"Banque
Règlement MOZILLA Facture n°22 - prestations de octobre_2011";MOZILLA_M22_2011 paiement;9687.600;;VIR MOZILLA;;;
117;2011/11/30;706000;"Prestations de service
Facture MOZILLA n°23 – prestations de novembre_2011";MOZILLA_M23;;7290;FC MOZILLA 23;;;
117;2011/11/30;445710;"TVA collectée
Facture MOZILLA n°23 – prestations de novembre_2011";MOZILLA_M23;;1428.84;FC MOZILLA 23;;;
117;2011/11/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°23 – prestations de novembre_2011;MOZILLA_M23;8718.84;;FC MOZILLA 23;;;
134;2011/09/30;706000;"Prestations de service
Facture MOZILLA n°21 – prestations de septembre_2011";MOZILLA_M21;;4860;FC MOZILLA 21;;;
134;2011/09/30;445710;"TVA collectée
Facture MOZILLA n°21 – prestations de septembre_2011";MOZILLA_M21;;952.56;FC MOZILLA 21;;;
134;2011/09/30;411000;Clientes – ventes de prestations de service Facture MOZILLA n°21 – prestations de septembre_2011;MOZILLA_M21;5812.56;;FC MOZILLA 21;;;
140;2011/12/31;706000;"Prestations de service
Facture MOZILLA n°24 – prestations de décembre_2011 – erreur facture";MOZILLA_M24 – erreur;;405;FC MOZILLA 24;;;
140;2011/12/31;445710;"TVA collectée
Facture MOZILLA n°24 – prestations de décembre_2011 -erreur facture";MOZILLA_M24 – erreur;;79.38;FC MOZILLA 24;;;
140;2011/12/31;411000;Clientes – ventes de prestations de service Facture MOZILLA n°24 – prestations de décembre_2011 -erreur facture;MOZILLA_M24 – erreur;484.38;;FC MOZILLA 24;;;
