Code op type;First date;Comptes;Intitulé;Code opération;Débit;Crédit;Réf. Pièce;Period unite <y,m,d>;Period value;[opt]: exception
7;2013/01/01;421000;Personnel & Rémunérations dues;OUVERTURE 2013;567.88;;BILAN 2012;;;
12;2013/01/01;438000;    Organismes sociaux & Charges à payer et produits à recevoir;OUVERTURE 2013;;9090.16;BILAN 2012;;;
15;2013/01/01;445710;Taxes sur le chiffre d'affaires collectées par l'entreprise;OUVERTURE 2013;1692.47;;BILAN 2012;;;
17;2013/01/01;448600;    Charges à payer;OUVERTURE 2013;;380.24;BILAN 2012;;;
18;2013/01/01;457000;Associés & Dividendes à payer;OUVERTURE 2013;;15000;BILAN 2012;;;
20;2013/01/01;512100;    Comptes en monnaie nationale;OUVERTURE 2013;16887.06;;BILAN 2012;;;
21;2013/01/01;512101;    Comptes en monnaie nationale;OUVERTURE 2013;15;;BILAN 2012;;;
;2013/03/07;120000;Résultat de l'exercice (déficit);AFFECTATION DEFICIT IN;;18173.03;PV approbation des comptes 2012;y;1;
;2013/03/07;110000;Report à nouveau %(year_name)s;AFFECTATION DEFICIT IN;18173.03;;PV approbation des comptes 2012;y;1;
;2013/07/07;457000;"Associés & Dividendes à payer
Paiement dividende 2011";Paiement dividende 2011;15000;;PV 2011;;;
;2013/07/07;512100;"Banque
Paiement dividende 2011";Paiement dividende 2011;;15000;PV 2011;;;
;2013/01/21;625000;"Voyages et déplacements
Carte intégrale navigo S1 - RATP";RATP_M1S1_2013 facture;34.4;;;;;
;2013/01/21;401100;"Fournisseurs - Achats de biens et services
Carte intégrale navigo S1 – RATP";RATP_M1S1_2013 facture;;34.4;;;;
;2013/01/21;401100;"Fournisseurs - Achats de biens et service
S Carte intégrale S1 2013 - RATP";RATP_M1S1_2013 paiment;34.4;;;;;
;2013/01/21;512100;"Banque
 Carte intégrale S1 2013 - RATP";RATP_M1S1_2013 paiment;;34.4;;;;
;2013/01/28;625000;"Voyages et déplacements
Carte intégrale navigo S2 - RATP";RATP_M1S2_2013 facture;34.4;;;;;
;2013/01/28;401100;"Fournisseurs - Achats de biens et services
Carte intégrale navigo S2 – RATP";RATP_M1S2_2013 facture;;34.4;;;;
;2013/01/28;401100;"Fournisseurs - Achats de biens et service
Carte intégrale S2 2013 - RATP";RATP_M1S2_2013 paiment;34.4;;;;;
;2013/01/28;512100;"Banque
 Carte intégrale S2 2013 - RATP";RATP_M1S2_2013 paiment;;34.4;;;;
;2013/01/28;625000;"Voyage et déplacement
Essence";Essence M1.1_2013 facture;46.27;;;;;
;2013/01/28;401100;"Fournisseurs - Achats de biens et services
Essence";Essence M1.1_2013 facture;;46.27;;;;
;2013/01/28;401100;"Fournisseurs - Achats de biens et service
Essence";Essence M1.1_2013 paiement;46.27;;;;;
;2013/01/28;512100;"Banque
 Essence";Essence M1.1_2013 paiement;;46.27;;;;
;2013/01/31;625000;"Voyage et déplacement
Péage";Péage M1_2013 facture;5.5;;;;;
;2013/01/31;401100;"Fournisseurs - Achats de biens et services
Péage";Péage M1_2013 facture;;5.5;;;;
;2013/01/31;401100;"Fournisseurs - Achats de biens et service
Péage";Péage M1_2013 paiement;5.5;;;;;
;2013/01/31;512100;"Banque
 Péage";Péage M1_2013 paiement;;5.5;;;;
