N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit,Réf. Pièce
209,2013/05/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Règlement 2eme acompte URSAAF 2013",URSAAF_AC_2 facture,1661,,Appel cotisation 06/2013
210,2013/05/05,437010,"Cotisations aux autres organismes sociaux
Règlement 2eme acompte URSAAF 2013",URSAAF_AC_2 facture,,1661,Appel cotisation 06/2013
211,2013/05/05,437010,"Cotisations aux autres organismes sociaux
Règlement 2eme acompte URSAAF 2013",URSAAF_AC_2 paiement,1661,,PRLV Urssaf  de pari TBD
212,2013/05/05,512100,"Banque
Règlement 2ème acompte URSAAF 2013",URSAAF_AC_2 paiement,,1661,PRLV Urssaf  de pari TBD
213,2013/05/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M5_2013",GERANT_M5_2013,1000,,PV 2012 & taux prél sociaux
214,2013/05/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M5_2013",GERANT_M5_2013,,1000,PV 2012 & taux prél sociaux
215,2013/05/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M5_2013",GERANT_M5_2013 cotisations RSI,,60.14,site RSI
216,2013/05/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M5_2013",GERANT_M5_2013 cotisations RSI,60.14,,site RSI
217,2013/05/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M5_2013",GERANT_M5_2013 cotisations URSAAF,,139.66,site Urssaf
218,2013/05/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M5_2013",GERANT_M5_2013 cotisations URSAAF,139.66,,site Urssaf
219,2013/05/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M5_2013",GERANT_M5_2013 cotisations CIPAV,,96.19,Site CIPAV
220,2013/05/06,645300,"Cotisations CIPAV
Charges CIPAV M5_2013",GERANT_M5_2013 cotisations CIPAV,96.19,,Site CIPAV
221,2013/05/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M5_2013",GERANT_M5_2013 salaire,1000,,PV 2012 & taux prél sociaux
222,2013/05/06,512100,"Banque
Rémunération_Gérant_M5_2013",GERANT_M5_2013 salaire,,1000,virt Gérant mai 2013
223,2013/05/10,411000,"Clients- ventes de prestations de service
Règlement EADS Facture n°3 - prestations de mars_2013",EADS_M3_2013 paiement,,11302.200,VIR EADS
224,2013/05/10,512100,"Banque
Règlement EADS Facture n°3 - prestations de mars_2013",EADS_M3_2013 paiement,11302.200,,VIR EADS
225,2013/05/31,706000,"Prestations de service
Facture EADS n°5 – prestations de mai_2013",EADS_M5,,8550,FC EADS 5
226,2013/05/31,445710,"TVA collectée
Facture EADS n°5 – prestations de mai_2013",EADS_M5,,1675.800,FC EADS 5
227,2013/05/31,411000,Clientes – ventes de prestations de service Facture EADS n°5 – prestations de mai_2013,EADS_M5,10225.80,,FC EADS 5
228,2013/06/01,622700,"Frais d'actes
T.C de Versailles – depot compte 2012",T.C. Versailles 1 facture,14.88,,
229,2013/06/01,445660,TVA déductible  T.C de Versailles – depot compte 2012,T.C. Versailles facture,2.92,,
230,2013/06/01,622700,"Frais d'actes
T.C de Versailles (debours) – depot compte 2012",T.C. Versailles 2 facture,28.55,,
231,2013/06/01,401100,"Fournisseurs - Achats de biens et services
T.C de Versailles – depot compte 2012",T.C. Versailles facture,,46.35,
232,2013/06/01,401100,"Fournisseurs - Achats de biens et services
T.C de Versailles – depot compte 2012",T.C. Versailles paiement,46.35,,
233,2013/06/01,512100,"Banque
T.C de Versailles – depot compte 2012",T.C. Versailles paiement,,46.35,
234,2013/06/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC juin_2013",HSBC_M6_2013 facture,22,,FF hsbc 6
235,2013/06/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC juin_2013,HSBC_M6_2013 facture,4.31,,FF hsbc 6
236,2013/06/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2013",HSBC_M6_2013 facture,,26.31,FF hsbc 6
237,2013/06/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2013",HSBC_M6_2013 service paiement,22,,PRLV TBD
238,2013/06/05,512100,"Banque
Frais tenue de compte HSBC juin_2013",HSBC_M6_2013 service paiement,,22,PRLV TBD
239,2013/06/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juin_2013",HSBC_M6_2013 TVA paiement,4.31,,PRLV TBD
240,2013/06/05,512100,"Banque
Frais tenue de compte HSBC juin_2013",HSBC_M6_2013 TVA paiement,,4.31,PRLV TBD
241,2013/06/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M6_2013",GERANT_M6_2013,1000,,PV 2012 & taux prél sociaux
242,2013/06/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M6_2013",GERANT_M6_2013,,1000,PV 2012 & taux prél sociaux
243,2013/06/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M6_2013",GERANT_M6_2013 cotisations RSI,,60.14,site RSI
244,2013/06/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M6_2013",GERANT_M6_2013 cotisations RSI,60.14,,site RSI
245,2013/06/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M6_2013",GERANT_M6_2013 cotisations URSAAF,,139.66,site Urssaf
246,2013/06/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M6_2013",GERANT_M6_2013 cotisations URSAAF,139.66,,site Urssaf
247,2013/06/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M6_2013",GERANT_M6_2013 cotisations CIPAV,,96.19,Site CIPAV
248,2013/06/06,645300,"Cotisations CIPAV
Charges CIPAV M6_2013",GERANT_M6_2013 cotisations CIPAV,96.19,,Site CIPAV
249,2013/06/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M6_2013",GERANT_M6_2013 salaire,1000,,PV 2012 & taux prél sociaux
250,2013/06/06,512100,"Banque
Rémunération_Gérant_M6_2013",GERANT_M6_2013 salaire,,1000,virt Gérant juin 2013
251,2013/06/10,411000,"Clients- ventes de prestations de service
Règlement EADS Facture n°4 - prestations de avril_2013",EADS_M4_2013 paiement,,9149.400,VIR EADS
252,2013/06/10,512100,"Banque
Règlement EADS Facture n°4 - prestations de avril_2013",EADS_M4_2013 paiement,9149.400,,VIR EADS
253,2013/06/30,706000,"Prestations de service
Facture EADS n°6 – prestations de juin_2013",EADS_M6,,9000,FC EADS 6
254,2013/06/30,445710,"TVA collectée
Facture EADS n°6 – prestations de juin_2013",EADS_M6,,1764.000,FC EADS 6
255,2013/06/30,411000,Clientes – ventes de prestations de service Facture EADS n°6 – prestations de juin_2013,EADS_M6,10764.00,,FC EADS 6
256,2013/07/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC juillet_2013",HSBC_M7_2013 facture,22,,FF hsbc 7
257,2013/07/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC juillet_2013,HSBC_M7_2013 facture,4.31,,FF hsbc 7
258,2013/07/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2013",HSBC_M7_2013 facture,,26.31,FF hsbc 7
259,2013/07/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2013",HSBC_M7_2013 service paiement,22,,PRLV TBD
260,2013/07/05,512100,"Banque
Frais tenue de compte HSBC juillet_2013",HSBC_M7_2013 service paiement,,22,PRLV TBD
261,2013/07/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2013",HSBC_M7_2013 TVA paiement,4.31,,PRLV TBD
262,2013/07/05,512100,"Banque
Frais tenue de compte HSBC juillet_2013",HSBC_M7_2013 TVA paiement,,4.31,PRLV TBD
263,2013/07/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M7_2013",GERANT_M7_2013,1000,,PV 2012 & taux prél sociaux
264,2013/07/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M7_2013",GERANT_M7_2013,,1000,PV 2012 & taux prél sociaux
265,2013/07/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M7_2013",GERANT_M7_2013 cotisations RSI,,60.14,site RSI
266,2013/07/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M7_2013",GERANT_M7_2013 cotisations RSI,60.14,,site RSI
267,2013/07/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M7_2013",GERANT_M7_2013 cotisations URSAAF,,139.66,site Urssaf
268,2013/07/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M7_2013",GERANT_M7_2013 cotisations URSAAF,139.66,,site Urssaf
269,2013/07/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M7_2013",GERANT_M7_2013 cotisations CIPAV,,96.19,Site CIPAV
270,2013/07/06,645300,"Cotisations CIPAV
Charges CIPAV M7_2013",GERANT_M7_2013 cotisations CIPAV,96.19,,Site CIPAV
271,2013/07/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M7_2013",GERANT_M7_2013 salaire,1000,,PV 2012 & taux prél sociaux
272,2013/07/06,512100,"Banque
Rémunération_Gérant_M7_2013",GERANT_M7_2013 salaire,,1000,virt Gérant juillet 2013
273,2013/07/07,457000,"Associés & Dividendes à payer
Paiement dividende 2011",Paiement dividende 2011,15000,,PV 2011
274,2013/07/07,512100,"Banque
Paiement dividende 2011",Paiement dividende 2011,,15000,PV 2011
275,2013/07/09,448600,Etat – Charges à payer,IS 2012 facture,,27,
276,2013/07/09,444000,Etat-Imot sur les bénéfices,IS 2012 facture,27,,
277,2013/07/09,444000,Etat-Imot sur les bénéfices,IS_2012 paiement,,27,
278,2013/07/09,512100,Banque Paiement de l'IS 2012,IS_2012 paiement,27,,
279,2013/07/10,411000,"Clients- ventes de prestations de service
Règlement EADS Facture n°5 - prestations de mai_2013",EADS_M5_2013 paiement,,10225.800,VIR EADS
280,2013/07/10,512100,"Banque
Règlement EADS Facture n°5 - prestations de mai_2013",EADS_M5_2013 paiement,10225.800,,VIR EADS
281,2013/07/13,445710,"TVA collectée
TVA collectée T3 2013",TVA CA4 T2_2013 – facture,2764.78,,
282,2013/07/13,445810,Acomptes – régime simplifié d'imposition Acompte TVA T2 2013,TVA CA4 T2_2013 – facture,,2764.78,
283,2013/07/13,445810,Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2013,TVA CA4 T2_2013 – paiement,2764.78,,
284,2013/07/13,512100,Banque Règlement acompte TVA 2ème trimestre 2013,TVA CA4 T2_2013 – paiement,,2764.78,
285,2013/08/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC août_2013",HSBC_M8_2013 facture,22,,FF hsbc 8
286,2013/08/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC août_2013,HSBC_M8_2013 facture,4.31,,FF hsbc 8
287,2013/08/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2013",HSBC_M8_2013 facture,,26.31,FF hsbc 8
288,2013/08/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2013",HSBC_M8_2013 service paiement,22,,PRLV TBD
289,2013/08/05,512100,"Banque
Frais tenue de compte HSBC août_2013",HSBC_M8_2013 service paiement,,22,PRLV TBD
290,2013/08/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2013",HSBC_M8_2013 TVA paiement,4.31,,PRLV TBD
291,2013/08/05,512100,"Banque
Frais tenue de compte HSBC août_2013",HSBC_M8_2013 TVA paiement,,4.31,PRLV TBD
292,2013/08/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Règlement 3eme acompte URSAAF 2013",URSAAF_AC_3 facture,1602,,Appel cotisation 08/2013
293,2013/08/05,437010,"Cotisations aux autres organismes sociaux
Règlement 3eme acompte URSAAF 2013",URSAAF_AC_3 facture,,1602,Appel cotisation 08/2013
294,2013/08/05,437010,Cotisations aux autres organismes sociaux Règlement 3eme acompte URSAAF 2013,URSAAF_AC_3 paiement,1602,,PRLV Urssaf  de pari TBD
295,2013/08/05,512100,Banque Règlement 3ème acompte URSAAF 2013,URSAAF_AC_3 paiement,,1602,PRLV Urssaf  de pari TBD
296,2013/08/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir 
Règlement acompte RSI AM T3 2013",RSI_AC_T3_2013 facture,742,,Appel cotisation T3 2013
297,2013/08/05,431000,Sécurité Sociale Règlement acompte RSI AM T3 2013,RSI_AC_T3_2013 facture,,742,Appel cotisation T3 2013
298,2013/08/05,431000,Sécurité Sociale Règlement acompte RSI AM T3 2013,RSI_AC_T3_2013 paiement,742,,Ch TBD
299,2013/08/05,512100,Banque Règlement acompte RSI AM T3 2013,RSI_AC_T3_2013 paiement,,742,Ch TBD
300,2013/08/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M8_2013",GERANT_M8_2013,1000,,PV 2012 & taux prél sociaux
301,2013/08/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M8_2013",GERANT_M8_2013,,1000,PV 2012 & taux prél sociaux
302,2013/08/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M8_2013",GERANT_M8_2013 cotisations RSI,,60.14,site RSI
303,2013/08/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M8_2013",GERANT_M8_2013 cotisations RSI,60.14,,site RSI
304,2013/08/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M8_2013",GERANT_M8_2013 cotisations URSAAF,,139.66,site Urssaf
305,2013/08/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M8_2013",GERANT_M8_2013 cotisations URSAAF,139.66,,site Urssaf
306,2013/08/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M8_2013",GERANT_M8_2013 cotisations CIPAV,,96.19,Site CIPAV
307,2013/08/06,645300,"Cotisations CIPAV
Charges CIPAV M8_2013",GERANT_M8_2013 cotisations CIPAV,96.19,,Site CIPAV
308,2013/08/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M8_2013",GERANT_M8_2013 salaire,1000,,PV 2012 & taux prél sociaux
309,2013/08/06,512100,"Banque
Rémunération_Gérant_M8_2013",GERANT_M8_2013 salaire,,1000,virt Gérant aout 2013
310,2013/08/10,411000,"Clients- ventes de prestations de service
Règlement EADS Facture n°6 - prestations de juin_2013",EADS_M6_2013 paiement,,10764.000,VIR EADS
311,2013/08/10,512100,"Banque
Règlement EADS Facture n°6 - prestations de juin_2013",EADS_M6_2013 paiement,10764.000,,VIR EADS
312,2013/09/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC septembre_2013",HSBC_M9_2013 facture,22,,FF hsbc 9
313,2013/09/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC septembre_2013,HSBC_M9_2013 facture,4.31,,FF hsbc 9
314,2013/09/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC septembre_2013",HSBC_M9_2013 facture,,26.31,FF hsbc 9
315,2013/09/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC septembre_2013",HSBC_M9_2013 service paiement,22,,PRLV TBD
316,2013/09/05,512100,"Banque
Frais tenue de compte HSBC septembre_2013",HSBC_M9_2013 service paiement,,22,PRLV TBD
317,2013/09/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC septembre_2013",HSBC_M9_2013 TVA paiement,4.31,,PRLV TBD
318,2013/09/05,512100,"Banque
Frais tenue de compte HSBC septembre_2013",HSBC_M9_2013 TVA paiement,,4.31,PRLV TBD
319,2013/09/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M9_2013",GERANT_M9_2013,1000,,PV 2012 & taux prél sociaux
320,2013/09/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M9_2013",GERANT_M9_2013,,1000,PV 2012 & taux prél sociaux
321,2013/09/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M9_2013",GERANT_M9_2013 cotisations RSI,,60.14,site RSI
322,2013/09/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M9_2013",GERANT_M9_2013 cotisations RSI,60.14,,site RSI
323,2013/09/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M9_2013",GERANT_M9_2013 cotisations URSAAF,,139.66,site Urssaf
324,2013/09/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M9_2013",GERANT_M9_2013 cotisations URSAAF,139.66,,site Urssaf
325,2013/09/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M9_2013",GERANT_M9_2013 cotisations CIPAV,,96.19,Site CIPAV
326,2013/09/06,645300,"Cotisations CIPAV
Charges CIPAV M9_2013",GERANT_M9_2013 cotisations CIPAV,96.19,,Site CIPAV
327,2013/09/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M9_2013",GERANT_M9_2013 salaire,1000,,PV 2012 & taux prél sociaux
328,2013/09/06,512100,"Banque
Rémunération_Gérant_M9_2013",GERANT_M9_2013 salaire,,1000,virt Gérant septembre 2013
329,2013/10/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC octobre_2013",HSBC_M10_2013 facture,22,,FF hsbc 10
330,2013/10/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC octobre_2013,HSBC_M10_2013 facture,4.31,,FF hsbc 10
331,2013/10/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC octobre_2013",HSBC_M10_2013 facture,,26.31,FF hsbc 10
332,2013/10/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC octobre_2013",HSBC_M10_2013 service paiement,22,,PRLV TBD
333,2013/10/05,512100,"Banque
Frais tenue de compte HSBC octobre_2013",HSBC_M10_2013 service paiement,,22,PRLV TBD
334,2013/10/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC octobre_2013",HSBC_M10_2013 TVA paiement,4.31,,PRLV TBD
335,2013/10/05,512100,"Banque
Frais tenue de compte HSBC octobre_2013",HSBC_M10_2013 TVA paiement,,4.31,PRLV TBD
336,2013/10/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M10_2013",GERANT_M10_2013,1000,,PV 2012 & taux prél sociaux
337,2013/10/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M10_2013",GERANT_M10_2013,,1000,PV 2012 & taux prél sociaux
338,2013/10/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M10_2013",GERANT_M10_2013 cotisations RSI,,60.14,site RSI
339,2013/10/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M10_2013",GERANT_M10_2013 cotisations RSI,60.14,,site RSI
340,2013/10/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M10_2013",GERANT_M10_2013 cotisations URSAAF,,139.66,site Urssaf
341,2013/10/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M10_2013",GERANT_M10_2013 cotisations URSAAF,139.66,,site Urssaf
342,2013/10/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M10_2013",GERANT_M10_2013 cotisations CIPAV,,96.19,Site CIPAV
343,2013/10/06,645300,"Cotisations CIPAV
Charges CIPAV M10_2013",GERANT_M10_2013 cotisations CIPAV,96.19,,Site CIPAV
344,2013/10/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M10_2013",GERANT_M10_2013 salaire,1000,,PV 2012 & taux prél sociaux
345,2013/10/06,512100,"Banque
Rémunération_Gérant_M10_2013",GERANT_M10_2013 salaire,,1000,virt Gérant octobre 2013
346,2013/10/15,438000,"Organismes sociaux & Charges à payer et produits à recevoir 
Règlement 2nd acompte CIPAV 2013",CIPAV2 facture,3750.5,,Appel cotisation 12/2013
347,2013/10/15,437020,Cotisations aux autres organismes sociaux Règlement 2nd acompte CIPAV 2013,CIPAV2 facture,,3750.5,Appel cotisation 12/2013
348,2013/10/15,437020,Cotisations aux autres organismes sociaux Règlement 2nd acompte CIPAV 2013,CIPAV2 paiement,3750.5,,prlv cipav 
349,2013/10/15,512100,Banque Règlement 2nd acompte CIPAV 2013,CIPAV2 paiement,,3750.5,prlv cipav 
350,2013/10/20,445710,"TVA collectée
TVA collectée T3 2013",TVA CA4 T3_2013 – facture,0,,
351,2013/10/20,445810,"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2013",TVA CA4 T3_2013 – facture,,0,
352,2013/10/20,445810,"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2013",TVA CA4 T3_2013 – paiement,0,,
353,2013/10/20,512100,"Banque
 Règlement acompte TVA T3 2013",TVA CA4 T3_2013 – paiement,,0,
354,2013/11/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC novembre_2013",HSBC_M11_2013 facture,22,,FF hsbc 11
355,2013/11/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC novembre_2013,HSBC_M11_2013 facture,4.31,,FF hsbc 11
356,2013/11/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC novembre_2013",HSBC_M11_2013 facture,,26.31,FF hsbc 11
357,2013/11/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC novembre_2013",HSBC_M11_2013 service paiement,22,,PRLV TBD
358,2013/11/05,512100,"Banque
Frais tenue de compte HSBC novembre_2013",HSBC_M11_2013 service paiement,,22,PRLV TBD
359,2013/11/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC novembre_2013",HSBC_M11_2013 TVA paiement,4.31,,PRLV TBD
360,2013/11/05,512100,"Banque
Frais tenue de compte HSBC novembre_2013",HSBC_M11_2013 TVA paiement,,4.31,PRLV TBD
361,2013/11/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir
 Règlement acompte RSI AM T4 2013",RSI_AC_T4_2013 facture,2620,,Appel cotisation T4 2013
362,2013/11/05,431000,Sécurité Sociale Règlement acompte RSI AM T4 2013,RSI_AC_T4_2013 facture,,2620,Appel cotisation T4 2013
363,2013/11/05,431000,Sécurité Sociale Règlement acompte RSI AM T4 2013,RSI_AC_T4_2013 paiement,2620,,Ch TBD
364,2013/11/05,512100,Banque Règlement acompte RSI AM T4 2013,RSI_AC_T4_2013 paiement,,2620,Ch TBD
365,2013/11/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M11_2013",GERANT_M11_2013,1000,,PV 2012 & taux prél sociaux
366,2013/11/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2013",GERANT_M11_2013,,1000,PV 2012 & taux prél sociaux
367,2013/11/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M11_2013",GERANT_M11_2013 cotisations RSI,,60.14,site RSI
368,2013/11/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M11_2013",GERANT_M11_2013 cotisations RSI,60.14,,site RSI
369,2013/11/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M11_2013",GERANT_M11_2013 cotisations URSAAF,,139.66,site Urssaf
370,2013/11/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M11_2013",GERANT_M11_2013 cotisations URSAAF,139.66,,site Urssaf
371,2013/11/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M11_2013",GERANT_M11_2013 cotisations CIPAV,,96.19,Site CIPAV
372,2013/11/06,645300,"Cotisations CIPAV
Charges CIPAV M11_2013",GERANT_M11_2013 cotisations CIPAV,96.19,,Site CIPAV
373,2013/11/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2013",GERANT_M11_2013 salaire,1000,,PV 2012 & taux prél sociaux
374,2013/11/06,512100,"Banque
Rémunération_Gérant_M11_2013",GERANT_M11_2013 salaire,,1000,virt Gérant novembre 2013
375,2013/11/07,438000,"Organismes sociaux & Charges à payer et produits à recevoir 
Règlement 4eme acompte URSAAF 2013",URSAAF_AC_4 facture,6251,,Appel cotisation 11/2013
376,2013/11/07,437010,Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF 2013,URSAAF_AC_4 facture,,6251,Appel cotisation 11/2013
377,2013/11/07,437010,Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF 2013,URSAAF_AC_4 paiement,6251,,PRLV Urssaf  de pari TBD
378,2013/11/07,512100,Banque Règlement 4ème acompte URSAAF 2013,URSAAF_AC_4 paiement,,6251,PRLV Urssaf  de pari TBD
379,2013/12/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC décembre_2013",HSBC_M12_2013 facture,22,,FF hsbc 12
380,2013/12/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC décembre_2013,HSBC_M12_2013 facture,4.31,,FF hsbc 12
381,2013/12/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC décembre_2013",HSBC_M12_2013 facture,,26.31,FF hsbc 12
382,2013/12/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC décembre_2013",HSBC_M12_2013 service paiement,22,,PRLV TBD
383,2013/12/05,512100,"Banque
Frais tenue de compte HSBC décembre_2013",HSBC_M12_2013 service paiement,,22,PRLV TBD
384,2013/12/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC décembre_2013",HSBC_M12_2013 TVA paiement,4.31,,PRLV TBD
385,2013/12/05,512100,"Banque
Frais tenue de compte HSBC décembre_2013",HSBC_M12_2013 TVA paiement,,4.31,PRLV TBD
386,2013/12/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M12_2013",GERANT_M12_2013,1000,,PV 2012 & taux prél sociaux
387,2013/12/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M12_2013",GERANT_M12_2013,,1000,PV 2012 & taux prél sociaux
388,2013/12/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M12_2013",GERANT_M12_2013 cotisations RSI,,60.14,site RSI
389,2013/12/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M12_2013",GERANT_M12_2013 cotisations RSI,60.14,,site RSI
390,2013/12/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M12_2013",GERANT_M12_2013 cotisations URSAAF,,139.66,site Urssaf
391,2013/12/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M12_2013",GERANT_M12_2013 cotisations URSAAF,139.66,,site Urssaf
392,2013/12/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M12_2013",GERANT_M12_2013 cotisations CIPAV,,96.19,Site CIPAV
393,2013/12/06,645300,"Cotisations CIPAV
Charges CIPAV M12_2013",GERANT_M12_2013 cotisations CIPAV,96.19,,Site CIPAV
394,2013/12/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M12_2013",GERANT_M12_2013 salaire,1000,,PV 2012 & taux prél sociaux
395,2013/12/06,512100,"Banque
Rémunération_Gérant_M12_2013",GERANT_M12_2013 salaire,,1000,virt Gérant décembre 2013
396,2013/12/15,448600,Etat – Charges à payer,TP_2012,859,,
397,2013/12/15,512100,Banque Taxe professionnelle 2012,TP_2012,,859,
