N°,Date,Comptes,Intitulé,Code opération,Débit,Crédit,Réf. Pièce
201,2012/06/06,512100,"Banque
Rémunération_Gérant_M6_2012",GERANT_M6_2012 salaire,,1000,virt Gérant juin 2012
202,2012/07/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC juillet_2012",HSBC_M7_2012 facture,20,,FF hsbc 7
203,2012/07/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC juillet_2012,HSBC_M7_2012 facture,3.92,,FF hsbc 7
204,2012/07/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2012",HSBC_M7_2012 facture,,23.92,FF hsbc 7
205,2012/07/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC juillet_2012",HSBC_M7_2012 paiement,23.92,,PRLV TBD
206,2012/07/05,512100,"Banque
Frais tenue de compte HSBC juillet_2012",HSBC_M7_2012 paiement,,23.92,PRLV TBD
207,2012/07/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M7_2012",GERANT_M7_2012,1000,,PV 2011 & taux prél sociaux
208,2012/07/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M7_2012",GERANT_M7_2012,,1000,PV 2011 & taux prél sociaux
209,2012/07/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M7_2012",GERANT_M7_2012 cotisations RSI,,60.14,site RSI
210,2012/07/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M7_2012",GERANT_M7_2012 cotisations RSI,60.14,,site RSI
211,2012/07/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M7_2012",GERANT_M7_2012 cotisations URSAAF,,139.66,site Urssaf
212,2012/07/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M7_2012",GERANT_M7_2012 cotisations URSAAF,139.66,,site Urssaf
213,2012/07/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M7_2012",GERANT_M7_2012 cotisations CIPAV,,96.19,Site CIPAV
214,2012/07/06,645300,"Cotisations CIPAV
Charges CIPAV M7_2012",GERANT_M7_2012 cotisations CIPAV,96.19,,Site CIPAV
215,2012/07/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M7_2012",GERANT_M7_2012 salaire,1000,,PV 2011 & taux prél sociaux
216,2012/07/06,512100,"Banque
Rémunération_Gérant_M7_2012",GERANT_M7_2012 salaire,,1000,virt Gérant juillet 2012
217,2012/07/09,448600,Etat – Charges à payer,IS 2011 facture,,27,
218,2012/07/09,444000,Etat-Imot sur les bénéfices,IS 2011 facture,27,,
219,2012/07/09,444000,Etat-Imot sur les bénéfices,IS_2011 paiement,,27,
220,2012/07/09,512100,Banque Paiement de l'IS 2011,IS_2011 paiement,27,,
221,2012/07/13,445710,"TVA collectée
TVA collectée T3 2012",TVA CA4 T2_2012 – facture,2764.78,,
222,2012/07/13,445810,Acomptes – régime simplifié d'imposition Acompte TVA T2 2012,TVA CA4 T2_2012 – facture,,2764.78,
223,2012/07/13,445810,Acomptes – régime simplifié d'imposition Acompte TVA 2ème trimestre 2012,TVA CA4 T2_2012 – paiement,2764.78,,
224,2012/07/13,512100,Banque Règlement acompte TVA 2ème trimestre 2012,TVA CA4 T2_2012 – paiement,,2764.78,
225,2012/08/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC août_2012",HSBC_M8_2012 facture,20,,FF hsbc 8
226,2012/08/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC août_2012,HSBC_M8_2012 facture,3.92,,FF hsbc 8
227,2012/08/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2012",HSBC_M8_2012 facture,,23.92,FF hsbc 8
228,2012/08/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC août_2012",HSBC_M8_2012 paiement,23.92,,PRLV TBD
229,2012/08/05,512100,"Banque
Frais tenue de compte HSBC août_2012",HSBC_M8_2012 paiement,,23.92,PRLV TBD
230,2012/08/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Règlement 3eme acompte URSAAF 2012",URSAAF_AC_3 facture,1602,,Appel cotisation 08/2012
231,2012/08/05,437010,"Cotisations aux autres organismes sociaux
Règlement 3eme acompte URSAAF 2012",URSAAF_AC_3 facture,,1602,Appel cotisation 08/2012
232,2012/08/05,437010,Cotisations aux autres organismes sociaux Règlement 3eme acompte URSAAF 2012,URSAAF_AC_3 paiement,1602,,PRLV Urssaf  de pari TBD
233,2012/08/05,512100,Banque Règlement 3ème acompte URSAAF 2012,URSAAF_AC_3 paiement,,1602,PRLV Urssaf  de pari TBD
234,2012/08/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir 
Règlement acompte RSI AM T3 2012",RSI_AC_T3_2012 facture,742,,Appel cotisation T3 2012
235,2012/08/05,431000,Sécurité Sociale Règlement acompte RSI AM T3 2012,RSI_AC_T3_2012 facture,,742,Appel cotisation T3 2012
236,2012/08/05,431000,Sécurité Sociale Règlement acompte RSI AM T3 2012,RSI_AC_T3_2012 paiement,742,,Ch TBD
237,2012/08/05,512100,Banque Règlement acompte RSI AM T3 2012,RSI_AC_T3_2012 paiement,,742,Ch TBD
238,2012/08/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M8_2012",GERANT_M8_2012,1000,,PV 2011 & taux prél sociaux
239,2012/08/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M8_2012",GERANT_M8_2012,,1000,PV 2011 & taux prél sociaux
240,2012/08/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M8_2012",GERANT_M8_2012 cotisations RSI,,60.14,site RSI
241,2012/08/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M8_2012",GERANT_M8_2012 cotisations RSI,60.14,,site RSI
242,2012/08/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M8_2012",GERANT_M8_2012 cotisations URSAAF,,139.66,site Urssaf
243,2012/08/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M8_2012",GERANT_M8_2012 cotisations URSAAF,139.66,,site Urssaf
244,2012/08/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M8_2012",GERANT_M8_2012 cotisations CIPAV,,96.19,Site CIPAV
245,2012/08/06,645300,"Cotisations CIPAV
Charges CIPAV M8_2012",GERANT_M8_2012 cotisations CIPAV,96.19,,Site CIPAV
246,2012/08/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M8_2012",GERANT_M8_2012 salaire,1000,,PV 2011 & taux prél sociaux
247,2012/08/06,512100,"Banque
Rémunération_Gérant_M8_2012",GERANT_M8_2012 salaire,,1000,virt Gérant aout 2012
248,2012/09/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC septembre_2012",HSBC_M9_2012 facture,20,,FF hsbc 9
249,2012/09/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC septembre_2012,HSBC_M9_2012 facture,3.92,,FF hsbc 9
250,2012/09/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC septembre_2012",HSBC_M9_2012 facture,,23.92,FF hsbc 9
251,2012/09/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC septembre_2012",HSBC_M9_2012 paiement,23.92,,PRLV TBD
252,2012/09/05,512100,"Banque
Frais tenue de compte HSBC septembre_2012",HSBC_M9_2012 paiement,,23.92,PRLV TBD
253,2012/09/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M9_2012",GERANT_M9_2012,1000,,PV 2011 & taux prél sociaux
254,2012/09/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M9_2012",GERANT_M9_2012,,1000,PV 2011 & taux prél sociaux
255,2012/09/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M9_2012",GERANT_M9_2012 cotisations RSI,,60.14,site RSI
256,2012/09/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M9_2012",GERANT_M9_2012 cotisations RSI,60.14,,site RSI
257,2012/09/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M9_2012",GERANT_M9_2012 cotisations URSAAF,,139.66,site Urssaf
258,2012/09/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M9_2012",GERANT_M9_2012 cotisations URSAAF,139.66,,site Urssaf
259,2012/09/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M9_2012",GERANT_M9_2012 cotisations CIPAV,,96.19,Site CIPAV
260,2012/09/06,645300,"Cotisations CIPAV
Charges CIPAV M9_2012",GERANT_M9_2012 cotisations CIPAV,96.19,,Site CIPAV
261,2012/09/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M9_2012",GERANT_M9_2012 salaire,1000,,PV 2011 & taux prél sociaux
262,2012/09/06,512100,"Banque
Rémunération_Gérant_M9_2012",GERANT_M9_2012 salaire,,1000,virt Gérant septembre 2012
263,2012/09/24,618300,"Documentation technique 
Amazone – Livre multithreads C++", Livre multithreads C++ – facture,43.51,,
264,2012/09/24,445660,"TVA déductible 
Amazone – Livre multithreads C++",TVA  Livre multithreads C++ – facture,2.53,,
265,2012/09/24,401100,"Fournisseurs - Achats de biens et services
 Amazone – Livre multithreads C++",Livres ( multithreads C++) – facture,,46.04,
266,2012/09/24,401100,"Fournisseurs - Achats de biens et services Amazone
 Livre multithreads C++",Livres ( multithreads C++) – paiement,46.04,,
267,2012/09/24,512100,"Banque
Amazone – Livre multithreads C++",Livres ( multithreads C++) – paiement,,46.04,
268,2012/10/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC octobre_2012",HSBC_M10_2012 facture,22,,FF hsbc 10
269,2012/10/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC octobre_2012,HSBC_M10_2012 facture,4.31,,FF hsbc 10
270,2012/10/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC octobre_2012",HSBC_M10_2012 facture,,26.31,FF hsbc 10
271,2012/10/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC octobre_2012",HSBC_M10_2012 paiement,26.31,,PRLV TBD
272,2012/10/05,512100,"Banque
Frais tenue de compte HSBC octobre_2012",HSBC_M10_2012 paiement,,26.31,PRLV TBD
273,2012/10/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M10_2012",GERANT_M10_2012,1000,,PV 2011 & taux prél sociaux
274,2012/10/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M10_2012",GERANT_M10_2012,,1000,PV 2011 & taux prél sociaux
275,2012/10/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M10_2012",GERANT_M10_2012 cotisations RSI,,60.14,site RSI
276,2012/10/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M10_2012",GERANT_M10_2012 cotisations RSI,60.14,,site RSI
277,2012/10/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M10_2012",GERANT_M10_2012 cotisations URSAAF,,139.66,site Urssaf
278,2012/10/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M10_2012",GERANT_M10_2012 cotisations URSAAF,139.66,,site Urssaf
279,2012/10/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M10_2012",GERANT_M10_2012 cotisations CIPAV,,96.19,Site CIPAV
280,2012/10/06,645300,"Cotisations CIPAV
Charges CIPAV M10_2012",GERANT_M10_2012 cotisations CIPAV,96.19,,Site CIPAV
281,2012/10/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M10_2012",GERANT_M10_2012 salaire,1000,,PV 2011 & taux prél sociaux
282,2012/10/06,512100,"Banque
Rémunération_Gérant_M10_2012",GERANT_M10_2012 salaire,,1000,virt Gérant octobre 2012
283,2012/10/15,438000,"Organismes sociaux & Charges à payer et produits à recevoir 
Règlement 2nd acompte CIPAV 2012",CIPAV2 facture,3750.5,,Appel cotisation 12/2012
284,2012/10/15,437020,Cotisations aux autres organismes sociaux Règlement 2nd acompte CIPAV 2012,CIPAV2 facture,,3750.5,Appel cotisation 12/2012
285,2012/10/15,437020,Cotisations aux autres organismes sociaux Règlement 2nd acompte CIPAV 2012,CIPAV2 paiement,3750.5,,prlv cipav 
286,2012/10/15,512100,Banque Règlement 2nd acompte CIPAV 2012,CIPAV2 paiement,,3750.5,prlv cipav 
287,2012/10/20,445710,"TVA collectée
TVA collectée T3 2012",TVA CA4 T3_2012 – facture,0,,
288,2012/10/20,445810,"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2012",TVA CA4 T3_2012 – facture,,0,
289,2012/10/20,445810,"Acomptes – régime simplifié d'imposition
 Acompte TVA T3 2012",TVA CA4 T3_2012 – paiement,0,,
290,2012/10/20,512100,"Banque
 Règlement acompte TVA T3 2012",TVA CA4 T3_2012 – paiement,,0,
291,2012/10/23,706000,"Prestations de service
Facture Blue Crest n°1 – prestations de septembre_2012",BlueCrest_M9,,137.91,
292,2012/10/23,411000,Clientes – ventes de prestations de service Facture BlueCrest n°1 – prestations de septembre_2012,BlueCrest_M9,137.91,,
293,2012/10/23,411000,"Clients- ventes de prestations de service
Règlement Blue Crest Facture n°1 - prestations de septembre_2012",BlueCrest_M9_2012 paiement,,137.91,
294,2012/10/23,512100,"Banque
Règlement Blue Crest Facture n°1 - prestations de septembre_2012",BlueCrest_M9_2012 paiement,137.91,,
295,2012/10/23,627800,"Autres frais et commisions sur prestations de services
Commission sur virement",Commission – facture,25,,
296,2012/10/23,401100,"Fournisseurs - Achats de biens et services
Frais commision sur virement",Commission – facture,,25,
297,2012/10/23,401100,"Fournisseurs - Achats de biens et services
Frais commision sur virement",Commission – paiement,25,,
298,2012/10/23,512100,"Banque
Banque – commission sur virement",Commission – paiement,,25,
299,2012/11/05,438000,"Organismes sociaux & Charges à payer et produits à recevoir
 Règlement acompte RSI AM T4 2012",RSI_AC_T4_2012 facture,2620,,Appel cotisation T4 2012
300,2012/11/05,431000,Sécurité Sociale Règlement acompte RSI AM T4 2012,RSI_AC_T4_2012 facture,,2620,Appel cotisation T4 2012
301,2012/11/05,431000,Sécurité Sociale Règlement acompte RSI AM T4 2012,RSI_AC_T4_2012 paiement,2620,,Ch TBD
302,2012/11/05,512100,Banque Règlement acompte RSI AM T4 2012,RSI_AC_T4_2012 paiement,,2620,Ch TBD
303,2012/11/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC novembre_2012",HSBC_M11_2012 facture,22,,FF hsbc 11
304,2012/11/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC novembre_2012,HSBC_M11_2012 facture,4.31,,FF hsbc 11
305,2012/11/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC novembre_2012",HSBC_M11_2012 facture,,26.31,FF hsbc 11
306,2012/11/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC novembre_2012",HSBC_M11_2012 paiement,26.31,,PRLV TBD
307,2012/11/05,512100,"Banque
Frais tenue de compte HSBC novembre_2012",HSBC_M11_2012 paiement,,26.31,PRLV TBD
308,2012/11/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M11_2012",GERANT_M11_2012,1000,,PV 2011 & taux prél sociaux
309,2012/11/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2012",GERANT_M11_2012,,1000,PV 2011 & taux prél sociaux
310,2012/11/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M11_2012",GERANT_M11_2012 cotisations RSI,,60.14,site RSI
311,2012/11/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M11_2012",GERANT_M11_2012 cotisations RSI,60.14,,site RSI
312,2012/11/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M11_2012",GERANT_M11_2012 cotisations URSAAF,,139.66,site Urssaf
313,2012/11/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M11_2012",GERANT_M11_2012 cotisations URSAAF,139.66,,site Urssaf
314,2012/11/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M11_2012",GERANT_M11_2012 cotisations CIPAV,,96.19,Site CIPAV
315,2012/11/06,645300,"Cotisations CIPAV
Charges CIPAV M11_2012",GERANT_M11_2012 cotisations CIPAV,96.19,,Site CIPAV
316,2012/11/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M11_2012",GERANT_M11_2012 salaire,1000,,PV 2011 & taux prél sociaux
317,2012/11/06,512100,"Banque
Rémunération_Gérant_M11_2012",GERANT_M11_2012 salaire,,1000,virt Gérant novembre 2012
318,2012/11/07,438000,"Organismes sociaux & Charges à payer et produits à recevoir 
Règlement 4eme acompte URSAAF 2012",URSAAF_AC_4 facture,6251,,Appel cotisation 11/2012
319,2012/11/07,437010,Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF 2012,URSAAF_AC_4 facture,,6251,Appel cotisation 11/2012
320,2012/11/07,437010,Cotisations aux autres organismes sociaux Règlement 4eme acompte URSAAF 2012,URSAAF_AC_4 paiement,6251,,PRLV Urssaf  de pari TBD
321,2012/11/07,512100,Banque Règlement 4ème acompte URSAAF 2012,URSAAF_AC_4 paiement,,6251,PRLV Urssaf  de pari TBD
322,2012/12/03,618000,"Divers
FNAC - matériel",Video conf – facture,83.44,,
323,2012/12/03,445660,"TVA déductible 
FNAC - matériel",Video conf – facture,16.36,,
324,2012/12/03,401100,"Fournisseurs - Achats de biens et services
FNAC - matériel",Video conf – facture,,99.8,
325,2012/12/03,401100,"Fournisseurs - Achats de biens et services
FNAC - matériel",Video conf – paiement,99.8,,
326,2012/12/03,512100,"Banque
FNAC - matériel",Video conf – paiement,,99.8,
327,2012/12/05,627000,"Services bancaires et assimilés
Frais tenue de compte HSBC decembre_2012",HSBC_M12_2012 facture,22,,FF hsbc 12
328,2012/12/05,445660,TVA déductible TVA déductible sur frais tenue de compte HSBC decembre_2012,HSBC_M12_2012 facture,4.31,,FF hsbc 12
329,2012/12/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC decembre_2012",HSBC_M12_2012 facture,,26.31,FF hsbc 12
330,2012/12/05,401100,"Fournisseurs - Achats de biens et services
Frais tenue de compte HSBC decembre_2012",HSBC_M12_2012 paiement,26.31,,PRLV TBD
331,2012/12/05,512100,"Banque
Frais tenue de compte HSBC decembre_2012",HSBC_M12_2012 paiement,,26.31,PRLV TBD
332,2012/12/06,644000,"Rémunération du travail de l'exploitant
Rémunération_Gérant_M12_2012",GERANT_M12_2012,1000,,PV 2011 & taux prél sociaux
333,2012/12/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M12_2012",GERANT_M12_2012,,1000,PV 2011 & taux prél sociaux
334,2012/12/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations RSI rémunération_Gérant_M12_2012",GERANT_M12_2012 cotisations RSI,,60.14,site RSI
335,2012/12/06,645800,"Cotisations aux autres organismes sociaux
Charges RSI M12_2012",GERANT_M12_2012 cotisations RSI,60.14,,site RSI
336,2012/12/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations Ursaaf – rémunération_Gérant_M12_2012",GERANT_M12_2012 cotisations URSAAF,,139.66,site Urssaf
337,2012/12/06,645100,"Cotisations à l'URSAAF
Charges URSAAF M12_2012",GERANT_M12_2012 cotisations URSAAF,139.66,,site Urssaf
338,2012/12/06,438000,"Organismes sociaux & Charges à payer et produits à recevoir
Cotisations CIPAV – rémunération_Gérant_M12_2012",GERANT_M12_2012 cotisations CIPAV,,96.19,Site CIPAV
339,2012/12/06,645300,"Cotisations CIPAV
Charges CIPAV M12_2012",GERANT_M12_2012 cotisations CIPAV,96.19,,Site CIPAV
340,2012/12/06,421000,"Exploitant - rémunération due
Rémunération_Gérant_M12_2012",GERANT_M12_2012 salaire,1000,,PV 2011 & taux prél sociaux
341,2012/12/06,512100,"Banque
Rémunération_Gérant_M12_2012",GERANT_M12_2012 salaire,,1000,virt Gérant décembre 2012
342,2012/12/15,448600,Etat – Charges à payer,TP_2011,859,,
343,2012/12/15,512100,Banque Taxe professionnelle 2011,TP_2011,,859,
344,2012/12/20,445710,"TVA collectée
TVA collectée T4 2012",TVA CA4 T4_2012 – facture,0,,
345,2012/12/20,445810,"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2012",TVA CA4 T4_2012 – facture,,0,
346,2012/12/20,445810,"Acomptes – régime simplifié d'imposition
  Acompte TVA T4 2012",TVA CA4 T4_2012 – paiement,0,,
347,2012/12/20,512100,"Banque
 Règlement acompte TVA T4 2012",TVA CA4 T4_2012 – paiement,,0,
348,2012/12/29,448600,"Etat – Charges à payer
Cotisations à IS Règlement 1er acompte IS 2012",IS acompte 2&3 2012 facture,1,,
349,2012/12/29,444000,Etat-Imot sur les bénéfices,IS acompte 2&3 2012 facture,,1,
350,2012/12/29,444000,Etat-Imot sur les bénéfices,IS acompte 2&3 2012 paiement,1,,
351,2012/12/29,512100,Banque Règlement acompte 2 et 3 IS 2012,IS acompte 2&3 2012 paiement,,1,
352,2012/12/31,486000,"Charges constatées d'avance
Assurance risque d'exploitation 2012",AXA_2013,0,,
353,2012/12/31,616400,"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA",AXA_2013,,0,
354,2012/12/31,616400,"Primes d'assurance - risques d'exploitation
Assurance risque d'exploitation AXA",AXA_2013 facture,0,,
355,2012/12/31,445660,"TVA déductible
TVA déductible sur prime d'assurance AXA",AXA_2013 facture,0,,
356,2012/12/31,401100,"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA",AXA_2013 facture,,0,
357,2012/12/31,401100,"Fournisseurs - Achats de biens et services
Assurance risque d'exploitation AXA",AXA_2013 paiement,0,,
358,2012/12/31,512100,"Banque
Assurance risque d'exploitation 2013",AXA_2013 paiement,,0,
359,2012/12/31,635110,"Autres impôts – Taxe professionelle
Estimation",TaxeP_2012,860,,Ecriture d'inventaire
360,2012/12/31,448600,Etat – Charges à payer,TaxeP_2012,,860,Ecriture d'inventaire
361,2012/12/31,695000,"Impôts sur les bénéfices
Estimation",IS_2012,0.00,,Ecriture d'inventaire
362,2012/12/31,448600,Etat-Charges à payer,IS_2012,,0.00,Ecriture d'inventaire
